통합_학과별_장학금_21-23,,,,,,,,,,,,,,,,,,,,
기준연도,학교명,단과대학,학과,구분,학기,"재학생
(A)","재학생 1인당
장학금
(D=B/A)",,,,,,,,,,,,,
,,,호텔경영전공,주간,1학기,3,"417,300",,,,,,,,,,,,,
,,,,,2학기,2,"317,300",,,,,,,,,,,,,
,,,호텔외식조리학과,주간,1학기,83,"1,644,206.6",,,,,,,,,,,,,
,,,,,2학기,83,"1,784,415.5",,,,,,,,,,,,,
,,항공대학,무인기산업학과,주간,1학기,32,"1,824,882.8",,,,,,,,,,,,,
,,,,,2학기,29,"2,217,486.9",,,,,,,,,,,,,
,,,중국항공운항서비스학과,주간,1학기,4,"822,750",,,,,,,,,,,,,
,,,,,2학기,2,"1,645,500",,,,,,,,,,,,,
,,,항공기계전공,주간,1학기,31,"2,080,367.7",,,,,,,,,,,,,
,,,,,2학기,28,"2,077,534.6",,,,,,,,,,,,,
,,,항공모빌리티학과,주간,1학기,2,"4,826,700",,,,,,,,,,,,,
,,,,,2학기,2,"4,520,750",,,,,,,,,,,,,
,,,항공안전관리학과,주간,1학기,7,"2,920,557.1",,,,,,,,,,,,,
,,,,,2학기,5,"2,439,916",,,,,,,,,,,,,
,,,항공운항서비스학과,주간,1학기,205,"1,995,404.2",,,,,,,,,,,,,
,,,,,2학기,186,"2,297,438",,,,,,,,,,,,,
,,,항공운항학과,주간,1학기,86,"2,495,919.5",,,,,,,,,,,,,
,,,,,2학기,74,"2,097,462.5",,,,,,,,,,,,,
,,,항공전자전공,주간,1학기,16,"3,168,503.1",,,,,,,,,,,,,
,,,,,2학기,15,"2,967,709.3",,,,,,,,,,,,,
,,,항공정비학과,주간,1학기,129,"2,107,690.9",,,,,,,,,,,,,
,,,,,2학기,126,"2,080,761.5",,,,,,,,,,,,,
,,,헬리콥터UAM조종학과,주간,1학기,7,"3,425,085.7",,,,,,,,,,,,,
,,,,,2학기,5,"2,577,602",,,,,,,,,,,,,
,,의료보건과학대학,간호학과,주간,1학기,356,"2,235,111.7",,,,,,,,,,,,,
,,,,,2학기,352,"2,339,562.1",,,,,,,,,,,,,
,,,방사선학과,주간,1학기,150,"2,001,859.6",,,,,,,,,,,,,
,,,,,2학기,140,"2,325,946.5",,,,,,,,,,,,,
,,,사회체육학과,주간,1학기,111,"1,774,388.5",,,,,,,,,,,,,
,,,,,2학기,103,"1,877,419.2",,,,,,,,,,,,,
,,,식품영양학과,주간,1학기,45,"1,495,973.9",,,,,,,,,,,,,
,,,,,2학기,48,"1,653,425.2",,,,,,,,,,,,,
,,,안경광학과,주간,1학기,63,"1,466,871.4",,,,,,,,,,,,,
,,,,,2학기,65,"1,791,480.2",,,,,,,,,,,,,
,,,임상병리학과,주간,1학기,151,"2,026,960.3",,,,,,,,,,,,,
,,,,,2학기,149,"2,230,484.7",,,,,,,,,,,,,
,,,작업치료학과,주간,1학기,154,"2,134,499.6",,,,,,,,,,,,,
,,,,,2학기,150,"2,055,463.5",,,,,,,,,,,,,
,,미디어예술대학,디자인학과,주간,1학기,101,"1,515,579.3",,,,,,,,,,,,,
,,,,,2학기,96,"1,825,661.5",,,,,,,,,,,,,
,,,만화・애니메이션학과,주간,1학기,138,"1,993,722.2",,,,,,,,,,,,,
,,,,,2학기,129,"2,164,988",,,,,,,,,,,,,
,,,미디어영상제작학과,주간,1학기,79,"2,675,351.3",,,,,,,,,,,,,
,,,,,2학기,80,"2,574,203.1",,,,,,,,,,,,,
,,,연극연기학과,주간,1학기,166,"2,434,976.5",,,,,,,,,,,,,
,,,,,2학기,145,"2,704,934.3",,,,,,,,,,,,,
,,인재개발대학,경찰행정학과,주간,1학기,1,0,,,,,,,,,,,,,
,,,,,2학기,1,0,,,,,,,,,,,,,
,,,군사학과,주간,1학기,104,"2,568,869.5",,,,,,,,,,,,,
,,,,,2학기,98,"2,550,368.7",,,,,,,,,,,,,
,,,글로벌경영학과,주간,1학기,25,"499,673.2",,,,,,,,,,,,,
,,,,,2학기,18,"589,615",,,,,,,,,,,,,
,,,글로벌문화콘텐츠학과,주간,1학기,21,"1,890,385.7",,,,,,,,,,,,,
,,,,,2학기,26,"2,740,044.6",,,,,,,,,,,,,
,,,금융자산관리학과,주간,1학기,22,"1,128,681.8",,,,,,,,,,,,,
,,,,,2학기,16,"1,527,609.4",,,,,,,,,,,,,
,,,사회복지학과,주간,1학기,94,"1,738,579.9",,,,,,,,,,,,,
,,,,,2학기,93,"2,063,775.2",,,,,,,,,,,,,
,,,언론홍보학과,주간,1학기,13,"1,393,538.5",,,,,,,,,,,,,
,,,,,2학기,6,"1,631,333.3",,,,,,,,,,,,,
,,,일본어학과,주간,1학기,3,"1,964,333.3",,,,,,,,,,,,,
,,,,,2학기,2,"1,648,375",,,,,,,,,,,,,
,,,중등특수교육전공,주간,1학기,50,"1,701,034",,,,,,,,,,,,,
,,,,,2학기,42,"1,872,623.5",,,,,,,,,,,,,
,,,초등특수교육전공,주간,1학기,48,"2,024,380.2",,,,,,,,,,,,,
,,,,,2학기,47,"1,916,131.1",,,,,,,,,,,,,
,금강대학교,단과대구분없음,FTA시장전공,주간,1학기,2,"4,163,250",,,,,,,,,,,,,
,,,IT경영학전공,주간,1학기,11,"3,601,923.6",,,,,,,,,,,,,
,,,,,2학기,7,"3,433,285.7",,,,,,,,,,,,,
,,,경영학전공,주간,1학기,15,"11,151,057.3",,,,,,,,,,,,,
,,,,,2학기,19,"5,473,077.6",,,,,,,,,,,,,
,,,공공정책학부,주간,1학기,38,"2,677,851.4",,,,,,,,,,,,,
,,,국제통상통역학과,주간,2학기,2,"1,641,000",,,,,,,,,,,,,
,,,글로벌융합학부,주간,1학기,6,0,,,,,,,,,,,,,
,,,"글로벌지역통상학(미국,중국,일본)전공",주간,1학기,11,"3,864,381.8",,,,,,,,,,,,,
,,,,,2학기,5,"5,499,076",,,,,,,,,,,,,
,,,불교인문학부,주간,1학기,14,"2,963,295.7",,,,,,,,,,,,,
,,,불교학전공,주간,1학기,8,"5,730,510",,,,,,,,,,,,,
,,,,,2학기,11,"5,170,755",,,,,,,,,,,,,
,,,사회복지학전공,주간,1학기,26,"4,308,363.7",,,,,,,,,,,,,
,,,,,2학기,30,"4,229,842.7",,,,,,,,,,,,,
,,,응용불교학전공,주간,1학기,6,"4,042,560",,,,,,,,,,,,,
,,,,,2학기,3,"3,711,166.7",,,,,,,,,,,,,
,,,행정학전공,주간,1학기,70,"4,668,688.2",,,,,,,,,,,,,
,,,,,2학기,86,"3,769,073.5",,,,,,,,,,,,,
,,,회계학과,주간,1학기,3,"5,303,066.7",,,,,,,,,,,,,
,,,,,2학기,4,"4,839,295",,,,,,,,,,,,,
,김천대학교,공공안전대학,ICT군사학부,주간,1학기,3,"9,246,333.3",,,,,,,,,,,,,
,,,ICT군사학부(드론봇전공),주간,1학기,44,"1,863,362.7",,,,,,,,,,,,,
,,,,,2학기,40,"2,342,962.7",,,,,,,,,,,,,
,,,IT융복합공학과,주간,1학기,37,"1,696,338.4",,,,,,,,,,,,,
,,,,,2학기,39,"1,722,047.9",,,,,,,,,,,,,
,,,경찰소방학부(경찰행정전공),주간,1학기,65,"2,312,705.8",,,,,,,,,,,,,
,,,,,2학기,52,"2,064,572.4",,,,,,,,,,,,,
,,,경찰소방학부(소방학전공),주간,1학기,80,"1,887,195.5",,,,,,,,,,,,,
,,,,,2학기,73,"1,862,797.2",,,,,,,,,,,,,
,,,공공경찰행정학과,주간,1학기,19,"2,485,947.4",,,,,,,,,,,,,
,,,,,2학기,14,"2,668,512.1",,,,,,,,,,,,,
,,,군사학과,주간,1학기,2,"1,385,000",,,,,,,,,,,,,
,,,,,2학기,1,0,,,,,,,,,,,,,
,,,소방안전공학과,주간,1학기,28,"2,056,820.7",,,,,,,,,,,,,
,,,,,2학기,22,"2,036,444.3",,,,,,,,,,,,,
,,,스마트모빌리티학과,주간,1학기,19,"3,662,052.6",,,,,,,,,,,,,
,,,,,2학기,16,"3,186,562.5",,,,,,,,,,,,,
,,헬스케어대학,간호학과,주간,1학기,453,"2,097,652.4",,,,,,,,,,,,,
,,,,,2학기,442,"2,059,613.4",,,,,,,,,,,,,
,,,물리치료학과,주간,1학기,260,"2,062,109.6",,,,,,,,,,,,,
,,,,,2학기,259,"1,911,094.6",,,,,,,,,,,,,
,,,방사선학과,주간,1학기,212,"2,048,273",,,,,,,,,,,,,
,,,,,2학기,218,"1,826,017.8",,,,,,,,,,,,,
,,,보건건강관리학과(보건건강관리전공),주간,1학기,2,"2,238,000",,,,,,,,,,,,,
,,,,,2학기,3,"681,000",,,,,,,,,,,,,
,,,안경광학과,주간,1학기,137,"3,113,303.6",,,,,,,,,,,,,
,,,,,2학기,115,"2,829,102.1",,,,,,,,,,,,,
,,,의료경영학과,주간,1학기,8,"1,594,250",,,,,,,,,,,,,
,,,,,2학기,6,"3,285,000",,,,,,,,,,,,,
,,,임상병리학과,주간,1학기,205,"2,331,114",,,,,,,,,,,,,
,,,,,2학기,185,"2,075,118.9",,,,,,,,,,,,,
,,,작업치료학과,주간,1학기,83,"3,016,299.6",,,,,,,,,,,,,
,,,,,2학기,55,"2,798,420.8",,,,,,,,,,,,,
,,,치기공학과,주간,1학기,159,"2,429,785.1",,,,,,,,,,,,,
,,,,,2학기,129,"2,291,824.7",,,,,,,,,,,,,
,,,치위생학과,주간,1학기,130,"2,160,924.2",,,,,,,,,,,,,
,,,,,2학기,100,"2,058,585",,,,,,,,,,,,,
,,휴먼케어대학,공연예술학과,주간,1학기,30,"3,399,399.2",,,,,,,,,,,,,
,,,,,2학기,23,"3,193,734.1",,,,,,,,,,,,,
,,,공연예술학부(공연예술전공),주간,1학기,27,"2,882,639.8",,,,,,,,,,,,,
,,,,,2학기,24,"3,363,537.5",,,,,,,,,,,,,
,,,공연예술학부(뷰티케어전공),주간,1학기,7,"742,857.1",,,,,,,,,,,,,
,,,,,2학기,6,"3,636,000",,,,,,,,,,,,,
,,,사회복지상담학부(사회복지전공),주간,1학기,54,"2,790,549.9",,,,,,,,,,,,,
,,,,,2학기,56,"2,444,179.3",,,,,,,,,,,,,
,,,사회복지상담학부(상담심리전공),주간,1학기,57,"3,214,933.6",,,,,,,,,,,,,
,,,,,2학기,45,"3,004,548.7",,,,,,,,,,,,,
,,,사회복지학과,주간,1학기,28,"2,014,128",,,,,,,,,,,,,
,,,,,2학기,27,"2,077,174.8",,,,,,,,,,,,,
,,,상담심리치료학과,주간,1학기,28,"2,726,365.7",,,,,,,,,,,,,
,,,,,2학기,26,"2,427,865.8",,,,,,,,,,,,,
,,,상담치유복지학과,주간,1학기,1,"8,518,900",,,,,,,,,,,,,
,,,생활체육학과,주간,1학기,32,"2,944,312.5",,,,,,,,,,,,,
,,,,,2학기,18,"1,974,611.1",,,,,,,,,,,,,
,,,스포츠재활학과,주간,1학기,82,"2,502,388.6",,,,,,,,,,,,,
,,,,,2학기,74,"2,218,866.6",,,,,,,,,,,,,
,,,식품외식산업학과,주간,1학기,30,"1,433,654.7",,,,,,,,,,,,,
,,,,,2학기,25,"1,380,284",,,,,,,,,,,,,
,,,영어·글로벌경영학과,주간,1학기,4,"4,249,440",,,,,,,,,,,,,
,,,,,2학기,3,"3,828,683.3",,,,,,,,,,,,,
,,,유아교육과,주간,1학기,71,"2,120,134.5",,,,,,,,,,,,,
,,,,,2학기,65,"2,370,376.5",,,,,,,,,,,,,
,,,항공관광호텔경영학과,주간,1학기,6,"1,970,091.7",,,,,,,,,,,,,
,,,,,2학기,5,"2,854,830",,,,,,,,,,,,,
,,,항공비즈니스학과,주간,1학기,46,"1,329,760",,,,,,,,,,,,,
,,,,,2학기,46,"1,501,383.9",,,,,,,,,,,,,
,,,항공호텔조리학부(항공호텔전공),주간,1학기,70,"2,548,129.9",,,,,,,,,,,,,
,,,,,2학기,51,"2,236,937.5",,,,,,,,,,,,,
,,,항공호텔조리학부(호텔조리전공),주간,1학기,54,"3,182,815.5",,,,,,,,,,,,,
,,,,,2학기,53,"2,837,187.3",,,,,,,,,,,,,
,,,호텔조리외식경영학과,주간,1학기,1,0,,,,,,,,,,,,,
,,,,,2학기,1,0,,,,,,,,,,,,,
,나사렛대학교,예술ㆍ체육대학,관현악과,주간,1학기,1,0,,,,,,,,,,,,,
,,,실용음악과,주간,1학기,2,"1,105,000",,,,,,,,,,,,,
,,,,,2학기,2,"1,153,000",,,,,,,,,,,,,
,,재활과학대학,수화통역학과,주간,1학기,4,"715,000",,,,,,,,,,,,,
,,,,,2학기,1,"2,956,000",,,,,,,,,,,,,
,,,점자문헌정보학과,주간,1학기,1,0,,,,,,,,,,,,,
,,,,,2학기,1,0,,,,,,,,,,,,,
,,단과대구분없음,"IT・방송영상융합학부(정보통신보안트랙,멀티미디어콘텐츠트랙,인공지능소프트웨어트랙)",주간,1학기,38,"1,365,265.8",,,,,,,,,,,,,
,,,,,2학기,38,"1,239,123.7",,,,,,,,,,,,,
,,,IT융합학부,주간,1학기,148,"1,507,896.2",,,,,,,,,,,,,
,,,,,2학기,159,"1,661,119.7",,,,,,,,,,,,,
,,,IT인공지능학부(인공지능빅데이터트랙/정보통신보안트랙/멀티미디어콘텐츠트랙),주간,1학기,85,"2,349,568.8",,,,,,,,,,,,,
,,,,,2학기,95,"1,999,267.8",,,,,,,,,,,,,
,,,간호학과,주간,1학기,246,"1,968,783.8",,,,,,,,,,,,,
,,,,,2학기,241,"2,018,324",,,,,,,,,,,,,
,,,경영학과,주간,1학기,165,"1,462,108.7",,,,,,,,,,,,,
,,,,,2학기,160,"1,752,957.3",,,,,,,,,,,,,
,,,경찰행정학과,주간,1학기,206,"2,088,838.5",,,,,,,,,,,,,
,,,,,2학기,218,"2,058,793.9",,,,,,,,,,,,,
,,,국제금융부동산학과,주간,1학기,130,"1,596,436.4",,,,,,,,,,,,,
,,,,,2학기,117,"1,716,903.4",,,,,,,,,,,,,
,,,글로벌비서경영학과,주간,1학기,10,"1,951,686",,,,,,,,,,,,,
,,,,,2학기,8,"1,704,685",,,,,,,,,,,,,
,,,글로벌비서학과,주간,1학기,115,"2,247,507",,,,,,,,,,,,,
,,,,,2학기,110,"2,280,464",,,,,,,,,,,,,
,,,글로벌비즈니스학부,주간,1학기,21,"1,519,952.4",,,,,,,,,,,,,
,,,,,2학기,23,"1,634,304.3",,,,,,,,,,,,,
,,,기독교교육학전공,주간,2학기,1,0,,,,,,,,,,,,,
,,,기독교상담학전공,주간,2학기,1,0,,,,,,,,,,,,,
,,,기독교학부,주간,1학기,70,"2,580,847.9",,,,,,,,,,,,,
,,,,,2학기,57,"2,971,166.8",,,,,,,,,,,,,
,,,물리치료학과,주간,1학기,96,"3,442,298.3",,,,,,,,,,,,,
,,,,,2학기,91,"3,351,209.6",,,,,,,,,,,,,
,,,방송·영상콘텐츠학과,주간,1학기,144,"2,014,281.7",,,,,,,,,,,,,
,,,,,2학기,149,"2,207,203.6",,,,,,,,,,,,,
,,,방송・영상콘텐츠학부,주간,1학기,93,"2,199,208",,,,,,,,,,,,,
,,,,,2학기,108,"2,165,760.6",,,,,,,,,,,,,
,,,브리지학부,주간,1학기,77,"1,319,480.5",,,,,,,,,,,,,
,,,,,2학기,77,"1,313,324.7",,,,,,,,,,,,,
,,,사회복지학부,주간,1학기,472,"2,560,015.5",,,,,,,,,,,,,
,,,,,2학기,466,"2,711,327.9",,,,,,,,,,,,,
,,,상담심리학과,주간,1학기,72,"2,358,402.8",,,,,,,,,,,,,
,,,,,2학기,110,"2,394,753.1",,,,,,,,,,,,,
,,,수어통역교육전공,주간,1학기,39,"3,264,247.2",,,,,,,,,,,,,
,,,,,2학기,45,"3,210,344.8",,,,,,,,,,,,,
,,,수어통역문헌정보학과,주간,1학기,5,"667,024",,,,,,,,,,,,,
,,,,,2학기,3,"1,003,480",,,,,,,,,,,,,
,,,스포츠재활전공,주간,1학기,66,"1,971,285.6",,,,,,,,,,,,,
,,,,,2학기,41,"1,840,204.9",,,,,,,,,,,,,
,,,스포츠재활트랙,주간,1학기,9,"2,760,000",,,,,,,,,,,,,
,,,,,2학기,33,"2,997,696.7",,,,,,,,,,,,,
,,,신학전공,주간,2학기,5,"907,332",,,,,,,,,,,,,
,,,심리재활학전공,주간,1학기,119,"2,639,377.6",,,,,,,,,,,,,
,,,,,2학기,78,"2,585,963",,,,,,,,,,,,,
,,,아동학과,주간,1학기,141,"2,100,681.9",,,,,,,,,,,,,
,,,,,2학기,136,"2,042,826.9",,,,,,,,,,,,,
,,,언어치료학과,주간,1학기,97,"2,206,845.4",,,,,,,,,,,,,
,,,,,2학기,106,"2,393,815.4",,,,,,,,,,,,,
,,,언어치료학전공,주간,1학기,136,"2,351,620.5",,,,,,,,,,,,,
,,,,,2학기,138,"2,647,258.4",,,,,,,,,,,,,
,,,"예술체육학부(실용음악트랙,피아노트랙,관현악트랙)",주간,1학기,27,"2,486,350.7",,,,,,,,,,,,,
,,,,,2학기,28,"2,816,417.7",,,,,,,,,,,,,
,,,유아특수교육과,주간,1학기,171,"2,233,587.5",,,,,,,,,,,,,
,,,,,2학기,164,"2,254,849.3",,,,,,,,,,,,,
,,,음악목회학전공,주간,2학기,3,"365,553.3",,,,,,,,,,,,,
,,,음악학과,주간,1학기,150,"2,414,577.6",,,,,,,,,,,,,
,,,,,2학기,138,"2,279,783.4",,,,,,,,,,,,,
,,,응급구조학과,주간,1학기,99,"2,963,710.5",,,,,,,,,,,,,
,,,,,2학기,94,"2,774,385.4",,,,,,,,,,,,,
,,,인간재활학과,야간,2학기,1,0,,,,,,,,,,,,,
,,,인간재활학전공,주간,1학기,82,"1,793,498",,,,,,,,,,,,,
,,,,,2학기,77,"1,871,587.5",,,,,,,,,,,,,
,,,임상병리학과,주간,1학기,89,"3,336,343",,,,,,,,,,,,,
,,,,,2학기,88,"3,367,534.8",,,,,,,,,,,,,
,,,재활공학과,주간,1학기,71,"2,053,255.3",,,,,,,,,,,,,
,,,,,2학기,70,"2,344,365",,,,,,,,,,,,,
,,,"재활스포츠학부(특수체육학트랙,스포츠재활트랙)",주간,1학기,99,"2,134,759.1",,,,,,,,,,,,,
,,,,,2학기,81,"1,560,468.1",,,,,,,,,,,,,
,,,재활융합기술학과,주간,1학기,14,"1,695,326.4",,,,,,,,,,,,,
,,,,,2학기,13,"2,409,651.2",,,,,,,,,,,,,
,,,재활의료공학과,주간,1학기,44,"2,038,980",,,,,,,,,,,,,
,,,,,2학기,44,"1,493,243",,,,,,,,,,,,,
,,,재활자립학부,주간,1학기,39,"1,765,685.6",,,,,,,,,,,,,
,,,,,2학기,37,"1,673,176.2",,,,,,,,,,,,,
,,,재활치료학부(특수체육학전공),주간,1학기,71,"2,828,435.9",,,,,,,,,,,,,
,,,,,2학기,67,"2,466,016.6",,,,,,,,,,,,,
,,,"재활치료학부(특수체육학트랙,스포츠재활트랙)",주간,1학기,1,0,,,,,,,,,,,,,
,,,,,2학기,2,0,,,,,,,,,,,,,
,,,재활학트랙,주간,1학기,40,"1,630,652.1",,,,,,,,,,,,,
,,,,,2학기,35,"1,546,463.6",,,,,,,,,,,,,
,,,정보통신학과,주간,1학기,2,0,,,,,,,,,,,,,
,,,,,2학기,2,0,,,,,,,,,,,,,
,,,중등특수교육과,주간,1학기,133,"2,562,309.1",,,,,,,,,,,,,
,,,,,2학기,128,"2,802,726.8",,,,,,,,,,,,,
,,,쿰칼리지,주간,1학기,270,"2,986,688.2",,,,,,,,,,,,,
,,,,,2학기,72,"1,472,453",,,,,,,,,,,,,
,,,태권도학과,주간,1학기,208,"2,300,049.7",,,,,,,,,,,,,
,,,,,2학기,199,"2,315,647.4",,,,,,,,,,,,,
,,,특수교육과,주간,1학기,173,"2,445,666.4",,,,,,,,,,,,,
,,,,,2학기,171,"2,735,429.3",,,,,,,,,,,,,
,,,특수체육학트랙,주간,1학기,14,"3,388,360",,,,,,,,,,,,,
,,,,,2학기,26,"3,566,444.4",,,,,,,,,,,,,
,,,항공호텔관광경영학과,주간,1학기,155,"2,139,622",,,,,,,,,,,,,
,,,,,2학기,153,"2,048,369.9",,,,,,,,,,,,,
,,,"휴먼재활학부(재활학트랙,수어통역교육전공)",주간,1학기,43,"2,488,023.3",,,,,,,,,,,,,
,,,,,2학기,36,"2,177,525.1",,,,,,,,,,,,,
,,미래사회대학,국제경영학과,주간,1학기,6,"848,333.3",,,,,,,,,,,,,
,,,,,2학기,1,0,,,,,,,,,,,,,
,,,항공비즈니스영어학과,주간,1학기,2,"1,645,000",,,,,,,,,,,,,
,,,,,2학기,4,"274,165",,,,,,,,,,,,,
,,,호텔관광경영학과,주간,1학기,4,"2,657,500",,,,,,,,,,,,,
,,,,,2학기,4,"1,552,650",,,,,,,,,,,,,
,,ITㆍ보건융합대학,IT학부,주간,1학기,24,"1,059,295.8",,,,,,,,,,,,,
,,,,,2학기,19,"1,087,242.1",,,,,,,,,,,,,
,,,디지털콘텐츠학과,주간,1학기,2,"1,910,000",,,,,,,,,,,,,
,,,,,2학기,1,"310,000",,,,,,,,,,,,,
,남부대학교,단과대구분없음,IT경영학과,주간,1학기,63,"1,023,163.5",,,,,,,,,,,,,
,,,,,2학기,58,"993,325.9",,,,,,,,,,,,,
,,,IT공학과,주간,1학기,15,"789,733.3",,,,,,,,,,,,,
,,,,,2학기,7,"1,675,525.7",,,,,,,,,,,,,
,,,IT디자인학과,주간,1학기,4,"1,662,500",,,,,,,,,,,,,
,,,,,2학기,4,"932,000",,,,,,,,,,,,,
,,,간호학과,주간,1학기,851,"1,587,222.7",,,,,,,,,,,,,
,,,,,2학기,833,"1,912,335.6",,,,,,,,,,,,,
,,,경찰행정학과,주간,1학기,123,"1,837,035.9",,,,,,,,,,,,,
,,,,,2학기,107,"1,875,110",,,,,,,,,,,,,
,,,기계소재공학과,야간,1학기,12,"2,358,387.5",,,,,,,,,,,,,
,,,,,2학기,12,"2,120,416.7",,,,,,,,,,,,,
,,,기계시스템공학과(계약학과),야간,1학기,13,"2,268,653.8",,,,,,,,,,,,,
,,,,,2학기,13,"2,417,788.5",,,,,,,,,,,,,
,,,대체의학과,주간,1학기,1,0,,,,,,,,,,,,,
,,,무도경호학과(신),주간,1학기,100,"2,648,606.4",,,,,,,,,,,,,
,,,,,2학기,92,"2,701,279.3",,,,,,,,,,,,,
,,,물리치료학과,주간,1학기,240,"2,021,731.6",,,,,,,,,,,,,
,,,,,2학기,227,"2,277,689.4",,,,,,,,,,,,,
,,,방사선학과,주간,1학기,166,"2,135,360.8",,,,,,,,,,,,,
,,,,,2학기,157,"2,229,096",,,,,,,,,,,,,
,,,사회복지학과,주간,1학기,136,"1,947,506.1",,,,,,,,,,,,,
,,,,,2학기,118,"2,133,532.3",,,,,,,,,,,,,
,,,스포츠레저학과,주간,1학기,153,"2,454,007.3",,,,,,,,,,,,,
,,,,,2학기,125,"2,374,101.4",,,,,,,,,,,,,
,,,식품영양학과,주간,1학기,95,"2,177,254.7",,,,,,,,,,,,,
,,,,,2학기,95,"1,972,734.3",,,,,,,,,,,,,
,,,언어치료청각학과,주간,1학기,1,0,,,,,,,,,,,,,
,,,,,2학기,1,"189,000",,,,,,,,,,,,,
,,,언어치료학과,주간,1학기,38,"2,005,284.7",,,,,,,,,,,,,
,,,,,2학기,35,"2,096,769.4",,,,,,,,,,,,,
,,,유아교육과,주간,1학기,118,"2,307,666.3",,,,,,,,,,,,,
,,,,,2학기,111,"2,138,588.1",,,,,,,,,,,,,
,,,유아특수교육과,주간,1학기,15,"1,606,466.7",,,,,,,,,,,,,
,,,,,2학기,16,"2,209,812.5",,,,,,,,,,,,,
,,,음악학과,주간,1학기,1,0,,,,,,,,,,,,,
,,,응급구조학과,주간,1학기,134,"2,050,705.8",,,,,,,,,,,,,
,,,,,2학기,129,"2,118,421.5",,,,,,,,,,,,,
,,,자동차기계공학과(신),주간,1학기,137,"1,702,400",,,,,,,,,,,,,
,,,,,2학기,123,"1,712,863.4",,,,,,,,,,,,,
,,,전기공학과,주간,1학기,80,"2,132,377.7",,,,,,,,,,,,,
,,,,,2학기,69,"1,810,380.7",,,,,,,,,,,,,
,,,초등특수교육과,주간,1학기,100,"2,395,248.8",,,,,,,,,,,,,
,,,,,2학기,96,"2,298,463.1",,,,,,,,,,,,,
,,,통합의료학과,주간,1학기,1,0,,,,,,,,,,,,,
,,,,,2학기,1,"3,178,000",,,,,,,,,,,,,
,,,한국어학과,주간,1학기,195,"1,153,091.3",,,,,,,,,,,,,
,,,,,2학기,185,"1,180,018.9",,,,,,,,,,,,,
,,,한방제약개발학과,주간,1학기,1,"1,850,000",,,,,,,,,,,,,
,,,,,2학기,1,"2,463,000",,,,,,,,,,,,,
,,,향장미용학과,주간,1학기,132,"2,046,282.8",,,,,,,,,,,,,
,,,,,2학기,113,"2,320,433.2",,,,,,,,,,,,,
,,,호텔조리학과,주간,1학기,122,"1,808,690.5",,,,,,,,,,,,,
,,,,,2학기,113,"1,757,137.3",,,,,,,,,,,,,
,남서울대학교,공과대학,건축공학과,주간,1학기,223,"1,850,146.2",,,,,,,,,,,,,
,,,,,2학기,217,"2,039,262.7",,,,,,,,,,,,,
,,,건축학과(5),주간,1학기,230,"1,833,315.8",,,,,,,,,,,,,
,,,,,2학기,220,"2,229,977.9",,,,,,,,,,,,,
,,,드론공간정보공학과,주간,1학기,274,"1,566,718.5",,,,,,,,,,,,,
,,,,,2학기,275,"1,774,618.8",,,,,,,,,,,,,
,,,멀티미디어학과,주간,1학기,306,"2,208,440.1",,,,,,,,,,,,,
,,,,,2학기,289,"2,429,804.6",,,,,,,,,,,,,
,,,빅데이터경영공학과,주간,1학기,254,"1,691,960",,,,,,,,,,,,,
,,,,,2학기,247,"1,889,928.7",,,,,,,,,,,,,
,,,전자공학과,주간,1학기,316,"1,572,020.4",,,,,,,,,,,,,
,,,,,2학기,302,"1,840,385.2",,,,,,,,,,,,,
,,,컴퓨터소프트웨어학과,주간,1학기,371,"2,292,836.6",,,,,,,,,,,,,
,,,,,2학기,345,"2,489,405.9",,,,,,,,,,,,,
,,단과대구분없음,뷰티향장학과,야간,1학기,13,"361,538.5",,,,,,,,,,,,,
,,,,주간,1학기,34,"448,725.6",,,,,,,,,,,,,
,,,,,2학기,25,"517,000",,,,,,,,,,,,,
,,,,야간,2학기,8,"587,500",,,,,,,,,,,,,
,,보건의료복지대학,간호학과,주간,1학기,319,"2,387,468",,,,,,,,,,,,,
,,,,,2학기,314,"2,572,585.2",,,,,,,,,,,,,
,,,노인복지학과,주간,1학기,221,"2,049,445.8",,,,,,,,,,,,,
,,,,,2학기,208,"2,148,861.9",,,,,,,,,,,,,
,,,물리치료학과,주간,1학기,173,"2,934,238.6",,,,,,,,,,,,,
,,,,,2학기,166,"3,098,133.6",,,,,,,,,,,,,
,,,보건행정학과,주간,1학기,366,"1,964,050.9",,,,,,,,,,,,,
,,,,,2학기,362,"2,215,392.5",,,,,,,,,,,,,
,,,뷰티보건학과,주간,1학기,168,"1,778,017.1",,,,,,,,,,,,,
,,,,,2학기,159,"1,776,860.2",,,,,,,,,,,,,
,,,사회복지학과,주간,1학기,268,"2,294,928.6",,,,,,,,,,,,,
,,,,,2학기,245,"2,630,666.5",,,,,,,,,,,,,
,,,스포츠건강관리학과,주간,1학기,231,"2,233,989.8",,,,,,,,,,,,,
,,,,,2학기,220,"2,401,427.4",,,,,,,,,,,,,
,,,아동복지학과,야간,1학기,15,"1,776,275",,,,,,,,,,,,,
,,,,주간,1학기,381,"2,047,989.6",,,,,,,,,,,,,
,,,,,2학기,375,"2,300,176.2",,,,,,,,,,,,,
,,,,야간,2학기,13,"1,452,630.8",,,,,,,,,,,,,
,,,응급구조학과,주간,1학기,147,"2,755,837.7",,,,,,,,,,,,,
,,,,,2학기,143,"2,915,135.4",,,,,,,,,,,,,
