기준년도,학교,계열,학생정원,재학생,전임교원,전임교원1인당학생정원,전임교원1인당재학생
,명지대학교,의학계열,0,0,0,0,0
,,예ㆍ체능계열,"1,704","1,729",44,38.7,39.3
,,공학계열,"4,936","5,289",145,34,36.5
,,자연과학계열,"1,114","1,083",46,24.2,23.5
,,인문ㆍ사회계열,609,646,26,23.4,24.8
,명지대학교 _제2캠퍼스,인문ㆍ사회계열,"6,585","8,185",199,33.1,41.1
,,예ㆍ체능계열,895,732,4,223.8,183
,,의학계열,0,0,0,0,0
,,공학계열,192,133,0,0,0
,,자연과학계열,84,59,0,0,0
,목원대학교,예ㆍ체능계열,"2,849","2,764",77,37,35.9
,,자연과학계열,"1,134","1,076",29,39.1,37.1
,,공학계열,"1,705","1,604",54,31.6,29.7
,,의학계열,0,0,0,0,0
,,인문ㆍ사회계열,"5,056","5,299",150,33.7,35.3
,목포가톨릭대학교,인문ㆍ사회계열,160,150,6,26.7,25
,,자연과학계열,360,409,12,30,34.1
,,공학계열,0,0,0,0,0
,,의학계열,0,0,0,0,0
,,예ㆍ체능계열,0,0,0,0,0
,배재대학교,인문ㆍ사회계열,"5,436","5,769",158,34.4,36.5
,,자연과학계열,"1,979","1,798",60,33,30
,,공학계열,"1,690","1,516",46,36.7,33
,,의학계열,0,0,0,0,0
,,예ㆍ체능계열,"1,159",982,21,55.2,46.8
,백석대학교,자연과학계열,"2,000","2,256",58,34.5,38.9
,,공학계열,0,0,0,0,0
,,의학계열,0,0,0,0,0
,,예ㆍ체능계열,"2,911","2,776",95,30.6,29.2
,,인문ㆍ사회계열,"11,246","11,939",274,41,43.6
,부산가톨릭대학교,인문ㆍ사회계열,"1,254","1,147",47,26.7,24.4
,,자연과학계열,"2,400","2,821",66,36.4,42.7
,,공학계열,430,334,14,30.7,23.9
,,의학계열,0,0,0,0,0
,,예ㆍ체능계열,0,0,0,0,0
,부산교육대학교,자연과학계열,889,835,23,38.7,36.3
,,예ㆍ체능계열,589,541,18,32.7,30.1
,,의학계열,0,0,0,0,0
,,공학계열,0,0,0,0,0
,,인문ㆍ사회계열,"1,676","1,449",37,45.3,39.2
,부산대학교,자연과학계열,"5,640","5,941",215,26.2,27.6
,,공학계열,"9,567","10,466",301,31.8,34.8
,,의학계열,"2,811","2,682",279,10.1,9.6
,,예ㆍ체능계열,"1,875","2,019",65,28.8,31.1
,,인문ㆍ사회계열,"11,104","12,726",356,31.2,35.7
,부산외국어대학교,의학계열,0,0,0,0,0
,,공학계열,494,412,14,35.3,29.4
,,자연과학계열,120,98,4,30,24.5
,,인문ㆍ사회계열,"8,493","8,928",225,37.7,39.7
,,예ㆍ체능계열,351,294,5,70.2,58.8
,부산장신대학교,인문ㆍ사회계열,630,587,18,35,32.6
,,자연과학계열,0,0,0,0,0
,,공학계열,0,0,0,0,0
,,의학계열,0,0,0,0,0
,,예ㆍ체능계열,0,0,0,0,0
,삼육대학교,예ㆍ체능계열,792,852,20,39.6,42.6
,,의학계열,0,0,0,0,0
,,공학계열,358,329,8,44.8,41.1
,,자연과학계열,"2,415","2,493",57,42.4,43.7
,,인문ㆍ사회계열,"2,332","2,455",93,25.1,26.4
,상명대학교,예ㆍ체능계열,"1,972","1,683",46,42.9,36.6
,,의학계열,0,0,0,0,0
,,공학계열,351,369,12,29.3,30.8
,,자연과학계열,"1,657","2,029",57,29.1,35.6
,,인문ㆍ사회계열,"3,620","3,965",105,34.5,37.8
,상명대학교(천안) _분교,자연과학계열,490,513,15,32.7,34.2
,,공학계열,"1,080","1,120",38,28.4,29.5
,,의학계열,0,0,0,0,0
,,인문ㆍ사회계열,"1,590","1,754",55,28.9,31.9
,,예ㆍ체능계열,"2,640","2,931",78,33.8,37.6
,상주대학교,의학계열,0,0,0,0,0
,,예ㆍ체능계열,0,0,0,0,0
,,공학계열,0,0,0,0,0
,,자연과학계열,0,0,0,0,0
,,인문ㆍ사회계열,0,0,0,0,0
,상지대학교,예ㆍ체능계열,975,919,23,42.4,40
,,의학계열,274,276,9,30.4,30.7
,,공학계열,"1,249","1,077",37,33.8,29.1
,,자연과학계열,"1,922","1,807",69,27.9,26.2
,,인문ㆍ사회계열,"4,645","4,480",112,41.5,40
,서강대학교,자연과학계열,"1,327","1,298",68,19.5,19.1
,,공학계열,"2,836","2,765",84,33.8,32.9
,,의학계열,0,0,0,0,0
,,예ㆍ체능계열,0,0,0,0,0
,,인문ㆍ사회계열,"9,057","9,520",263,34.4,36.2
,서경대학교,예ㆍ체능계열,"1,730","1,755",24,72.1,73.1
,,공학계열,"1,687","1,708",44,38.3,38.8
,,인문ㆍ사회계열,"2,546","3,028",116,21.9,26.1
,,자연과학계열,320,442,12,26.7,36.8
,,의학계열,0,0,0,0,0
,서남대학교,예ㆍ체능계열,904,132,9,100.4,14.7
,,인문ㆍ사회계열,"1,457",291,18,80.9,16.2
,,자연과학계열,"1,947",847,55,35.4,15.4
,,공학계열,244,27,6,40.7,4.5
,,의학계열,247,188,53,4.7,3.5
,서남대학교 _제2캠퍼스,의학계열,0,0,0,0,0
,,인문ㆍ사회계열,"3,076",600,51,60.3,11.8
,,자연과학계열,395,205,25,15.8,8.2
,,공학계열,340,145,24,14.2,6
,,예ㆍ체능계열,133,68,4,33.3,17
,서울과학기술대학교,예ㆍ체능계열,"1,431","1,640",42,34.1,39
,,의학계열,0,0,0,0,0
,,공학계열,"8,991","9,745",241,37.3,40.4
,,자연과학계열,583,581,13,44.8,44.7
,,인문ㆍ사회계열,"1,317","1,416",90,14.6,15.7
,서울과학기술대학교(산업대),자연과학계열,0,0,0,0,0
,,인문ㆍ사회계열,0,0,0,0,0
,,공학계열,0,0,0,0,0
,,의학계열,0,0,0,0,0
,,예ㆍ체능계열,0,0,0,0,0
,서울교육대학교,인문ㆍ사회계열,"1,891","1,699",50,37.8,34
,,자연과학계열,"1,124",991,25,45,39.6
,,공학계열,0,0,0,0,0
,,의학계열,0,0,0,0,0
,,예ㆍ체능계열,554,536,20,27.7,26.8
,서울기독대학교,예ㆍ체능계열,240,210,9,26.7,23.3
,,의학계열,0,0,0,0,0
,,공학계열,0,0,0,0,0
,,자연과학계열,0,0,0,0,0
,,인문ㆍ사회계열,881,835,21,42,39.8
,서울대학교,예ㆍ체능계열,"1,545","1,891",93,16.6,20.3
,,의학계열,"3,234","3,396",648,5,5.2
,,공학계열,"7,290","7,593",335,21.8,22.7
,,자연과학계열,"8,154","8,546",497,16.4,17.2
,,인문ㆍ사회계열,"10,167","12,645",591,17.2,21.4
,서울시립대학교,예ㆍ체능계열,710,775,29,24.5,26.7
,,의학계열,0,0,0,0,0
,,공학계열,"4,144","4,517",141,29.4,32
,,자연과학계열,"1,080","1,125",45,24,25
,,인문ㆍ사회계열,"5,080","6,078",166,30.6,36.6
,서울신학대학교,예ㆍ체능계열,361,369,13,27.8,28.4
,,인문ㆍ사회계열,"3,179","3,272",84,37.8,39
,,의학계열,0,0,0,0,0
,,공학계열,0,0,0,0,0
,,자연과학계열,0,0,0,0,0
,서울여자대학교,예ㆍ체능계열,842,902,21,40.1,43
,,자연과학계열,"2,377","2,558",64,37.1,40
,,의학계열,0,0,0,0,0
,,공학계열,0,0,0,0,0
,,인문ㆍ사회계열,"4,662","5,513",154,30.3,35.8
,서울장신대학교,예ㆍ체능계열,158,140,9,17.6,15.6
,,의학계열,0,0,0,0,0
,,공학계열,0,0,0,0,0
,,자연과학계열,0,0,0,0,0
,,인문ㆍ사회계열,841,888,27,31.1,32.9
,서울한영대학교,예ㆍ체능계열,82,64,3,27.3,21.3
,,인문ㆍ사회계열,"1,044",985,38,27.5,25.9
,,의학계열,0,0,0,0,0
,,공학계열,0,0,0,0,0
,,자연과학계열,0,0,0,0,0
,서원대학교,공학계열,867,742,22,39.4,33.7
,,예ㆍ체능계열,"1,030",935,25,41.2,37.4
,,의학계열,0,0,0,0,0
,,인문ㆍ사회계열,"4,184","3,892",126,33.2,30.9
,,자연과학계열,"1,382","1,272",35,39.5,36.3
,선교청대학교,공학계열,0,0,0,0,0
,,인문ㆍ사회계열,327,139,19,17.2,7.3
,,예ㆍ체능계열,56,1,0,0,0
,,의학계열,0,0,0,0,0
,,자연과학계열,56,16,1,56,16
,선문대학교,예ㆍ체능계열,679,567,11,61.7,51.5
,,의학계열,0,0,0,0,0
,,인문ㆍ사회계열,"5,225","5,842",157,33.3,37.2
,,자연과학계열,"1,385","1,334",39,35.5,34.2
,,공학계열,"3,015","2,736",93,32.4,29.4
,성결대학교,인문ㆍ사회계열,"3,980","4,258",131,30.4,32.5
,,자연과학계열,0,0,0,0,0
,,공학계열,"1,240","1,186",27,45.9,43.9
,,의학계열,0,0,0,0,0
,,예ㆍ체능계열,821,829,21,39.1,39.5
,성공회대학교,인문ㆍ사회계열,"2,186","2,265",67,32.6,33.8
,,자연과학계열,160,175,3,53.3,58.3
,,공학계열,600,544,15,40,36.3
,,예ㆍ체능계열,0,0,0,0,0
,,의학계열,0,0,0,0,0
,성균관대학교,의학계열,894,702,483,1.9,1.5
,,공학계열,"6,970","7,686",236,29.5,32.6
,,자연과학계열,"2,684","3,060",175,15.3,17.5
,,인문ㆍ사회계열,"13,080","15,579",380,34.4,41
,,예ㆍ체능계열,"1,917","1,985",42,45.6,47.3
,성신여자대학교,예ㆍ체능계열,"2,506","2,514",74,33.9,34
,,인문ㆍ사회계열,"5,996","6,780",182,32.9,37.3
,,자연과학계열,"2,150","2,447",68,31.6,36
,,공학계열,0,0,0,0,0
,,의학계열,0,0,0,0,0
,세명대학교,공학계열,"1,254","1,128",33,38,34.2
,,자연과학계열,"2,046","1,970",49,41.8,40.2
,,의학계열,212,237,15,14.1,15.8
,,예ㆍ체능계열,"1,120",985,27,41.5,36.5
,,인문ㆍ사회계열,"4,343","4,245",121,35.9,35.1
,세종대학교,인문ㆍ사회계열,"4,833","5,363",147,32.9,36.5
,,예ㆍ체능계열,"2,225","2,248",37,60.1,60.8
,,의학계열,0,0,0,0,0
,,공학계열,"4,754","5,736",163,29.2,35.2
,,자연과학계열,"1,210","1,007",47,25.7,21.4
,세한대학교,의학계열,0,0,0,0,0
,,자연과학계열,900,851,26,34.6,32.7
,,인문ㆍ사회계열,"2,151","1,916",83,25.9,23.1
,,예ㆍ체능계열,"1,937","1,530",37,52.4,41.4
,,공학계열,250,122,11,22.7,11.1
,송원대학교,인문ㆍ사회계열,300,315,35,8.6,9
,,예ㆍ체능계열,60,63,4,15,15.8
,,의학계열,0,0,0,0,0
,,공학계열,200,205,32,6.3,6.4
,,자연과학계열,240,247,20,12,12.4
,수원가톨릭대학교,인문ㆍ사회계열,472,264,14,33.7,18.9
,,자연과학계열,0,0,0,0,0
,,공학계열,0,0,0,0,0
,,의학계열,0,0,0,0,0
,,예ㆍ체능계열,0,0,0,0,0
,수원대학교,인문ㆍ사회계열,"4,531","4,445",145,31.2,30.7
,,자연과학계열,"1,657","1,625",41,40.4,39.6
,,공학계열,"3,711","3,939",86,43.2,45.8
,,의학계열,0,0,0,0,0
,,예ㆍ체능계열,"2,836","2,681",50,56.7,53.6
,숙명여자대학교,예ㆍ체능계열,"2,525","2,354",58,43.5,40.6
,,의학계열,0,0,0,0,0
,,공학계열,0,0,0,0,0
,,자연과학계열,"2,554","2,573",94,27.2,27.4
,,인문ㆍ사회계열,"8,255","9,279",304,27.2,30.5
,순복음총회신학교,예ㆍ체능계열,0,0,0,0,0
,,의학계열,0,0,0,0,0
,,공학계열,0,0,0,0,0
,,자연과학계열,0,0,0,0,0
,,인문ㆍ사회계열,600,207,11,54.5,18.8
,순천향대학교,예ㆍ체능계열,"1,061","1,039",23,46.1,45.2
,,인문ㆍ사회계열,"4,950","5,599",158,31.3,35.4
,,자연과학계열,"2,595","2,592",93,27.9,27.9
,,공학계열,"2,834","2,924",75,37.8,39
,,의학계열,715,688,435,1.6,1.6
,숭실대학교,의학계열,0,0,0,0,0
,,공학계열,"5,896","7,134",171,34.5,41.7
,,자연과학계열,"1,075","1,124",47,22.9,23.9
,,인문ㆍ사회계열,"7,145","9,687",265,27,36.6
,,예ㆍ체능계열,180,176,5,36,35.2
,신경주대학교,인문ㆍ사회계열,"4,287","2,833",129,33.2,22
,,자연과학계열,685,497,16,42.8,31.1
,,의학계열,0,0,0,0,0
,,예ㆍ체능계열,506,270,8,63.3,33.8
,,공학계열,497,221,9,55.2,24.6
,신라대학교,인문ㆍ사회계열,"5,981","6,262",188,31.8,33.3
,,예ㆍ체능계열,"1,276","1,182",29,44,40.8
,,의학계열,0,0,0,0,0
,,공학계열,"1,462","1,314",37,39.5,35.5
,,자연과학계열,"2,056","1,995",47,43.7,42.4
,아신대학교,인문ㆍ사회계열,"2,075","1,486",32,64.8,46.4
,,자연과학계열,0,0,0,0,0
,,공학계열,0,0,0,0,0
,,의학계열,0,0,0,0,0
,,예ㆍ체능계열,0,0,0,0,0
,아주대학교,인문ㆍ사회계열,"5,650","6,822",158,35.8,43.2
,,자연과학계열,"1,520","1,721",93,16.3,18.5
,,공학계열,"6,155","7,454",201,30.6,37.1
,,의학계열,624,534,193,3.2,2.8
,,예ㆍ체능계열,0,0,0,0,0
,안양대학교,공학계열,"1,656","1,700",49,33.8,34.7
,,자연과학계열,390,381,9,43.3,42.3
,,인문ㆍ사회계열,"3,262","3,108",108,30.2,28.8
,,예ㆍ체능계열,313,263,11,28.5,23.9
,,의학계열,0,0,0,0,0
,안양대학교 _제2캠퍼스,인문ㆍ사회계열,280,250,8,35,31.3
,,자연과학계열,0,0,0,0,0
,,공학계열,280,251,8,35,31.4
,,의학계열,0,0,0,0,0
,,예ㆍ체능계열,0,0,0,0,0
,연세대학교,예ㆍ체능계열,"1,084","1,349",46,23.6,29.3
,,의학계열,"2,287","2,540",477,4.8,5.3
,,공학계열,"6,832","8,504",262,26.1,32.5
,,자연과학계열,"4,963","5,879",310,16,19
,,인문ㆍ사회계열,"15,134","18,385",485,31.2,37.9
,연세대학교(미래) _분교,인문ㆍ사회계열,"2,761","3,488",101,27.3,34.5
,,공학계열,960,"1,171",40,24,29.3
,,의학계열,372,453,109,3.4,4.2
,,예ㆍ체능계열,0,0,0,0,0
,,자연과학계열,"2,973","3,263",108,27.5,30.2
,영남대학교,자연과학계열,"4,257","4,479",157,27.1,28.5
,,공학계열,"6,329","7,895",194,32.6,40.7
,,의학계열,633,671,127,5,5.3
,,예ㆍ체능계열,"2,432","2,454",53,45.9,46.3
,,인문ㆍ사회계열,"11,369","13,311",279,40.7,47.7
,영남신학대학교,인문ㆍ사회계열,"1,039","1,022",27,38.5,37.9
,,자연과학계열,0,0,0,0,0
,,공학계열,0,0,0,0,0
,,의학계열,0,0,0,0,0
,,예ㆍ체능계열,0,0,0,0,0
,영산대학교,예ㆍ체능계열,460,351,8,57.5,43.9
,,인문ㆍ사회계열,"2,477","1,653",82,30.2,20.2
,,자연과학계열,345,387,7,49.3,55.3
,,공학계열,648,493,15,43.2,32.9
,,의학계열,0,0,0,0,0
,영산대학교 _제2캠퍼스,공학계열,120,85,7,17.1,12.1
,,인문ㆍ사회계열,"1,622","2,203",69,23.5,31.9
,,자연과학계열,553,624,12,46.1,52
,,예ㆍ체능계열,896,879,32,28,27.5
,,의학계열,0,0,0,0,0
,영산대학교(산업대),자연과학계열,0,0,0,0,0
,,인문ㆍ사회계열,0,160,0,0,0
,,공학계열,0,19,0,0,0
,,의학계열,0,0,0,0,0
,,예ㆍ체능계열,0,12,0,0,0
,영산대학교(산업대) _제2캠퍼스,인문ㆍ사회계열,0,104,0,0,0
,,자연과학계열,0,34,0,0,0
,,공학계열,0,11,0,0,0
,,의학계열,0,0,0,0,0
,,예ㆍ체능계열,0,32,0,0,0
,영산선학대학교,자연과학계열,0,0,0,0,0
,,공학계열,0,0,0,0,0
,,의학계열,0,0,0,0,0
,,예ㆍ체능계열,0,0,0,0,0
,,인문ㆍ사회계열,200,39,12,16.7,3.3
,예수대학교,의학계열,0,0,0,0,0
,,공학계열,0,0,0,0,0
,,자연과학계열,456,513,20,22.8,25.7
,,인문ㆍ사회계열,104,90,4,26,22.5
,,예ㆍ체능계열,0,0,0,0,0
,예원예술대학교,인문ㆍ사회계열,309,250,14,22.1,17.9
,,자연과학계열,0,0,0,0,0
,,공학계열,0,0,0,0,0
,,의학계열,0,0,0,0,0
,,예ㆍ체능계열,942,878,37,25.5,23.7
,예원예술대학교 _제2캠퍼스,인문ㆍ사회계열,0,0,0,0,0
,,예ㆍ체능계열,0,0,0,0,0
,,의학계열,0,0,0,0,0
,,공학계열,0,0,0,0,0
,,자연과학계열,0,0,0,0,0
,용인대학교,인문ㆍ사회계열,"2,137","2,079",91,23.5,22.8
,,예ㆍ체능계열,"3,774","3,943",86,43.9,45.8
,,의학계열,0,0,0,0,0
,,공학계열,0,0,0,0,0
,,자연과학계열,"1,266","1,302",36,35.2,36.2
,우석대학교,인문ㆍ사회계열,"3,548","3,856",114,31.1,33.8
,,자연과학계열,"2,440","2,418",87,28,27.8
,,공학계열,"1,011",965,33,30.6,29.2
,,의학계열,151,194,18,8.4,10.8
,,예ㆍ체능계열,"1,731","1,544",33,52.5,46.8
,우송대학교,예ㆍ체능계열,890,809,10,89,80.9
,,의학계열,0,0,0,0,0
,,인문ㆍ사회계열,"4,345","4,707",207,21,22.7
,,자연과학계열,"1,285","1,187",18,71.4,65.9
,,공학계열,"2,588","2,164",35,73.9,61.8
,우송대학교(산업대),자연과학계열,0,10,0,0,0
,,공학계열,0,97,0,0,0
,,의학계열,0,0,0,0,0
,,예ㆍ체능계열,0,107,0,0,0
,,인문ㆍ사회계열,0,328,0,0,0
,울산과학기술원,의학계열,0,0,0,0,0
,,공학계열,"3,094","2,215",112,27.6,19.8
,,자연과학계열,91,67,0,0,0
,,인문ㆍ사회계열,787,385,33,23.8,11.7
,,예ㆍ체능계열,0,0,0,0,0
,울산대학교,예ㆍ체능계열,"1,480","1,460",41,36.1,35.6
,,인문ㆍ사회계열,"5,197","5,812",149,34.9,39
,,자연과학계열,"2,523","2,706",81,31.1,33.4
,,공학계열,"5,042","6,244",184,27.4,33.9
,,의학계열,718,880,620,1.2,1.4
,원광대학교,의학계열,"1,391","1,418",226,6.2,6.3
,,예ㆍ체능계열,"2,238","1,982",55,40.7,36
,,공학계열,"2,681","2,594",72,37.2,36
,,자연과학계열,"4,436","4,320",195,22.7,22.2
,,인문ㆍ사회계열,"9,368","9,359",255,36.7,36.7
,위덕대학교,예ㆍ체능계열,352,256,7,50.3,36.6
,,의학계열,0,0,0,0,0
,,공학계열,968,746,33,29.3,22.6
,,자연과학계열,802,688,16,50.1,43
,,인문ㆍ사회계열,"1,933","1,708",49,39.4,34.9
,유원대학교,예ㆍ체능계열,634,409,10,63.4,40.9
,,의학계열,0,0,0,0,0
,,공학계열,"1,231",775,38,32.4,20.4
,,자연과학계열,"1,007",961,36,28,26.7
,,인문ㆍ사회계열,"1,538","1,172",44,35,26.6
,을지대학교,예ㆍ체능계열,0,0,0,0,0
,,의학계열,277,280,234,1.2,1.2
,,공학계열,0,0,0,0,0
,,자연과학계열,760,772,36,21.1,21.4
,,인문ㆍ사회계열,96,98,2,48,49
,을지대학교 _제2캠퍼스,공학계열,0,0,0,0,0
,,자연과학계열,"3,188","3,565",99,32.2,36
,,인문ㆍ사회계열,800,828,35,22.9,23.7
,,예ㆍ체능계열,0,0,0,0,0
,,의학계열,0,0,0,0,0
,이화여자대학교,공학계열,"1,438","1,457",67,21.5,21.7
,,예ㆍ체능계열,"4,253","4,465",94,45.2,47.5
,,자연과학계열,"4,111","4,264",169,24.3,25.2
,,인문ㆍ사회계열,"12,303","14,218",430,28.6,33.1
,,의학계열,960,826,202,4.8,4.1
,인제대학교,예ㆍ체능계열,978,939,28,34.9,33.5
,,자연과학계열,"3,158","3,418",100,31.6,34.2
,,인문ㆍ사회계열,"4,611","4,684",133,34.7,35.2
,,공학계열,"2,127","2,131",68,31.3,31.3
,,의학계열,286,294,0,0,0
,인제대학교 _제2캠퍼스,자연과학계열,320,506,10,32,50.6
,,의학계열,372,385,683,0.5,0.6
,,인문ㆍ사회계열,0,0,0,0,0
,,예ㆍ체능계열,0,0,0,0,0
,,공학계열,0,0,0,0,0
,인천가톨릭대학교,인문ㆍ사회계열,255,194,21,12.1,9.2
,,예ㆍ체능계열,0,0,0,0,0
,,자연과학계열,0,0,0,0,0
,,공학계열,0,0,0,0,0
,,의학계열,0,0,0,0,0
,인천가톨릭대학교 _제2캠퍼스,의학계열,0,0,0,0,0
,,공학계열,0,0,0,0,0
,,자연과학계열,0,0,0,0,0
,,인문ㆍ사회계열,0,0,0,0,0
,,예ㆍ체능계열,845,687,19,44.5,36.2
,인천대학교,예ㆍ체능계열,"1,003","1,335",38,26.4,35.1
,,인문ㆍ사회계열,"5,247","6,611",150,35,44.1
,,자연과학계열,"1,268","1,358",45,28.2,30.2
,,공학계열,"4,455","6,439",157,28.4,41
,,의학계열,0,0,0,0,0
,인하대학교,예ㆍ체능계열,615,618,14,43.9,44.1
,,인문ㆍ사회계열,"9,063","10,763",300,30.2,35.9
,,자연과학계열,"1,804","1,988",138,13.1,14.4
,,공학계열,"7,665","9,891",241,31.8,41
,,의학계열,527,533,156,3.4,3.4
,장로회신학대학교,의학계열,0,0,0,0,0
,,예ㆍ체능계열,328,313,10,32.8,31.3
,,인문ㆍ사회계열,"2,744","2,821",68,40.4,41.5
,,자연과학계열,0,0,0,0,0
,,공학계열,0,0,0,0,0
,전남대학교,자연과학계열,"5,986","7,318",275,21.8,26.6
,,공학계열,"4,791","5,308",169,28.3,31.4
,,의학계열,"2,376","2,000",292,8.1,6.8
,,예ㆍ체능계열,"1,166","1,368",37,31.5,37
,,인문ㆍ사회계열,"8,753","9,883",306,28.6,32.3
,전남대학교 _제2캠퍼스,인문ㆍ사회계열,"1,009",879,38,26.6,23.1
,,자연과학계열,"1,331","1,293",63,21.1,20.5
,,공학계열,"1,359","1,063",64,21.2,16.6
,,예ㆍ체능계열,114,87,4,28.5,21.8
,,의학계열,0,0,0,0,0
,전북대학교,인문ㆍ사회계열,"8,089","8,822",283,28.6,31.2
,,자연과학계열,"5,835","6,255",234,24.9,26.7
,,공학계열,"6,732","7,480",231,29.1,32.4
,,의학계열,"1,890","1,833",237,8,7.7
,,예ㆍ체능계열,915,"1,040",39,23.5,26.7
,전북대학교 _제2캠퍼스,예ㆍ체능계열,0,0,0,0,0
,,의학계열,0,0,0,0,0
,,공학계열,0,0,0,0,0
,,자연과학계열,0,0,0,0,0
,,인문ㆍ사회계열,0,0,0,0,0
,전주교육대학교,인문ㆍ사회계열,"1,337",840,26,51.4,32.3
,,자연과학계열,447,534,17,26.3,31.4
,,공학계열,0,0,0,0,0
,,의학계열,0,0,0,0,0
,,예ㆍ체능계열,333,470,12,27.8,39.2
,전주대학교,공학계열,"2,314","1,963",68,34,28.9
,,의학계열,0,0,0,0,0
,,자연과학계열,"1,918","1,933",53,36.2,36.5
,,인문ㆍ사회계열,"6,673","7,362",207,32.2,35.6
,,예ㆍ체능계열,"1,729","1,569",39,44.3,40.2
,정석대학,예ㆍ체능계열,0,0,0,0,0
,,인문ㆍ사회계열,105,46,0,0,0
,,자연과학계열,0,0,0,0,0
,,공학계열,295,122,0,0,0
,,의학계열,0,0,0,0,0
,제주교육대학교,인문ㆍ사회계열,0,0,0,0,0
,,자연과학계열,0,0,0,0,0
,,공학계열,0,0,0,0,0
,,의학계열,0,0,0,0,0
,,예ㆍ체능계열,0,0,0,0,0
,제주국제대학교,인문ㆍ사회계열,893,541,42,21.3,12.9
,,자연과학계열,95,42,4,23.8,10.5
,,의학계열,0,0,0,0,0
,,예ㆍ체능계열,380,190,7,54.3,27.1
,,공학계열,312,205,20,15.6,10.3
,제주대학교,예ㆍ체능계열,880,846,30,29.3,28.2
,,의학계열,568,582,136,4.2,4.3
,,공학계열,"2,095","1,949",85,24.6,22.9
,,자연과학계열,"3,140","3,076",132,23.8,23.3
,,인문ㆍ사회계열,"5,677","6,148",223,25.5,27.6
,조선대학교,예ㆍ체능계열,"2,523","2,568",60,42.1,42.8
,,의학계열,"1,932","1,925",148,13.1,13
,,공학계열,"6,750","6,944",171,39.5,40.6
,,자연과학계열,"3,341","3,325",149,22.4,22.3
,,인문ㆍ사회계열,"9,973","10,391",272,36.7,38.2
,중부대학교,예ㆍ체능계열,"1,849","1,790",47,39.3,38.1
,,인문ㆍ사회계열,"4,541","4,721",171,26.6,27.6
,,자연과학계열,"1,193","1,193",28,42.6,42.6
,,의학계열,0,0,0,0,0
,,공학계열,"2,147","1,983",49,43.8,40.5
,중앙대학교,예ㆍ체능계열,"1,501","1,561",34,44.1,45.9
,,인문ㆍ사회계열,"10,432","12,012",331,31.5,36.3
,,자연과학계열,"2,772","2,838",181,15.3,15.7
,,공학계열,"4,087","4,754",144,28.4,33
,,의학계열,783,759,108,7.3,7
,중앙대학교 _제2캠퍼스,인문ㆍ사회계열,"3,378","4,094",87,38.8,47.1
,,자연과학계열,"1,124","1,289",40,28.1,32.2
,,공학계열,0,112,0,0,0
,,의학계열,0,0,0,0,0
,,예ㆍ체능계열,"3,018","3,225",87,34.7,37.1
,중앙대학교(안성) _분교,의학계열,0,0,0,0,0
,,공학계열,0,0,0,0,0
,,자연과학계열,0,0,0,0,0
,,인문ㆍ사회계열,0,0,0,0,0
,,예ㆍ체능계열,0,0,0,0,0
,중앙승가대학교,인문ㆍ사회계열,615,356,16,38.4,22.3
,,예ㆍ체능계열,0,0,0,0,0
,,의학계열,0,0,0,0,0
,,공학계열,0,0,0,0,0
,,자연과학계열,0,0,0,0,0
,중원대학교,예ㆍ체능계열,160,29,1,160,29
