기준연도,학교종류,설립구분,지역,상태,학교,계열,학생정원,학생모집정지인원(B),재학생,Unnamed: 10,Unnamed: 11,재학생충원율,정원내 재학생 충원율(%){D/(A-B)}X100,학교_정규화
2021 상,대학교,사립,세종,기존,고려대학교(세종) _분교,자연과학계열,866.0,0.0,836,736,100,96.5,85.0,고려대학교(세종) _분교
2021 상,대학교,사립,세종,기존,고려대학교(세종) _분교,공학계열,1910.0,0.0,1859,1692,167,97.3,88.6,고려대학교(세종) _분교
2021 상,대학교,사립,세종,기존,고려대학교(세종) _분교,예ㆍ체능계열,372.0,0.0,420,395,25,112.9,106.2,고려대학교(세종) _분교
2021 하,대학교,사립,세종,기존,고려대학교(세종) _분교,인문ㆍ사회계열,2360.0,0.0,3136,2688,448,132.9,113.9,고려대학교(세종) _분교
2021 하,대학교,사립,세종,기존,고려대학교(세종) _분교,자연과학계열,866.0,0.0,939,836,103,108.4,96.5,고려대학교(세종) _분교
2021 하,대학교,사립,세종,기존,고려대학교(세종) _분교,예ㆍ체능계열,372.0,0.0,447,418,29,120.2,112.4,고려대학교(세종) _분교
2021 하,대학교,사립,세종,기존,고려대학교(세종) _분교,공학계열,1910.0,0.0,2077,1889,188,108.7,98.9,고려대학교(세종) _분교
2021 상,대학교,사립,부산,기존,고신대학교,인문ㆍ사회계열,1765.0,0.0,1757,1631,126,99.5,92.4,고신대학교
2021 상,대학교,사립,부산,기존,고신대학교,자연과학계열,1367.0,0.0,1252,1200,52,91.6,87.8,고신대학교
2021 상,대학교,사립,부산,기존,고신대학교,예ㆍ체능계열,260.0,0.0,200,196,4,76.9,75.4,고신대학교
2021 상,대학교,사립,부산,기존,고신대학교,의학계열,304.0,0.0,301,301,0,99.0,99.0,고신대학교
2021 하,대학교,사립,부산,기존,고신대학교,의학계열,304.0,0.0,303,303,0,99.7,99.7,고신대학교
2021 하,대학교,사립,부산,기존,고신대학교,예ㆍ체능계열,260.0,0.0,234,229,5,90.0,88.1,고신대학교
2021 하,대학교,사립,부산,기존,고신대학교,인문ㆍ사회계열,1765.0,0.0,1909,1775,134,108.2,100.6,고신대학교
2021 하,대학교,사립,부산,기존,고신대학교,자연과학계열,1367.0,0.0,1335,1281,54,97.7,93.7,고신대학교
2021 상,교육대학,국립,충남,기존,공주교육대학교,인문ㆍ사회계열,1416.0,0.0,608,565,43,42.9,39.9,공주교육대학교
2021 하,교육대학,국립,충남,기존,공주교육대학교,인문ㆍ사회계열,1416.0,0.0,625,580,45,44.1,41.0,공주교육대학교
2021 상,대학교,사립,광주,기존,광신대학교,인문ㆍ사회계열,368.0,0.0,323,310,13,87.8,84.2,광신대학교
2021 상,대학교,사립,광주,기존,광신대학교,예ㆍ체능계열,120.0,0.0,113,113,0,94.2,94.2,광신대학교
2021 하,대학교,사립,광주,기존,광신대학교,인문ㆍ사회계열,368.0,0.0,364,343,21,98.9,93.2,광신대학교
2021 하,대학교,사립,광주,기존,광신대학교,예ㆍ체능계열,120.0,0.0,118,118,0,98.3,98.3,광신대학교
2021 상,대학교,사립,서울,기존,광운대학교,인문ㆍ사회계열,2357.0,0.0,3253,2210,1043,138.0,93.8,광운대학교
2021 상,대학교,사립,서울,기존,광운대학교,자연과학계열,560.0,0.0,660,449,211,117.9,80.2,광운대학교
2021 상,대학교,사립,서울,기존,광운대학교,공학계열,3702.0,0.0,3727,3317,410,100.7,89.6,광운대학교
2021 상,대학교,사립,서울,기존,광운대학교,예ㆍ체능계열,148.0,0.0,147,137,10,99.3,92.6,광운대학교
2021 하,대학교,사립,서울,기존,광운대학교,예ㆍ체능계열,148.0,0.0,152,138,14,102.7,93.2,광운대학교
2021 하,대학교,사립,서울,기존,광운대학교,자연과학계열,560.0,0.0,737,514,223,131.6,91.8,광운대학교
2021 하,대학교,사립,서울,기존,광운대학교,인문ㆍ사회계열,2357.0,0.0,3510,2469,1041,148.9,104.8,광운대학교
2021 하,대학교,사립,서울,기존,광운대학교,공학계열,3702.0,0.0,4128,3694,434,111.5,99.8,광운대학교
2021 상,대학교,사립,전남,기존,광주가톨릭대학교,인문ㆍ사회계열,160.0,0.0,74,74,0,46.3,46.3,광주가톨릭대학교
2021 하,대학교,사립,전남,기존,광주가톨릭대학교,인문ㆍ사회계열,160.0,0.0,79,79,0,49.4,49.4,광주가톨릭대학교
2021 상,대학교,특별법법인,광주,기존,광주과학기술원,자연과학계열,800.0,2.0,353,335,18,44.2,42.0,광주과학기술원
2021 하,대학교,특별법법인,광주,기존,광주과학기술원,자연과학계열,800.0,2.0,414,412,2,51.9,51.6,광주과학기술원
2021 상,교육대학,국립,광주,기존,광주교육대학교,인문ㆍ사회계열,1304.0,0.0,565,528,37,43.3,40.5,광주교육대학교
2021 하,교육대학,국립,광주,기존,광주교육대학교,인문ㆍ사회계열,1304.0,0.0,580,542,38,44.5,41.6,광주교육대학교
2021 상,대학교,사립,광주,기존,광주대학교,인문ㆍ사회계열,3173.0,0.0,2751,2551,200,86.7,80.4,광주대학교
2021 상,대학교,사립,광주,기존,광주대학교,자연과학계열,1125.0,0.0,1325,1206,119,117.8,107.2,광주대학교
2021 상,대학교,사립,광주,기존,광주대학교,공학계열,1587.0,0.0,1164,1116,48,73.3,70.3,광주대학교
2021 상,대학교,사립,광주,기존,광주대학교,예ㆍ체능계열,715.0,0.0,846,828,18,118.3,115.8,광주대학교
2021 하,대학교,사립,광주,기존,광주대학교,인문ㆍ사회계열,3173.0,0.0,3059,2873,186,96.4,90.5,광주대학교
2021 하,대학교,사립,광주,기존,광주대학교,자연과학계열,1125.0,0.0,1354,1233,121,120.4,109.6,광주대학교
2021 하,대학교,사립,광주,기존,광주대학교,예ㆍ체능계열,715.0,0.0,925,905,20,129.4,126.6,광주대학교
2021 하,대학교,사립,광주,기존,광주대학교,공학계열,1587.0,0.0,1357,1308,49,85.5,82.4,광주대학교
2021 상,대학교,사립,광주,기존,광주여자대학교,인문ㆍ사회계열,1460.0,0.0,1581,1350,231,108.3,92.5,광주여자대학교
2021 상,대학교,사립,광주,기존,광주여자대학교,자연과학계열,2025.0,0.0,1966,1802,164,97.1,89.0,광주여자대학교
2021 상,대학교,사립,광주,기존,광주여자대학교,예ㆍ체능계열,120.0,0.0,112,111,1,93.3,92.5,광주여자대학교
2021 하,대학교,사립,광주,기존,광주여자대학교,예ㆍ체능계열,120.0,0.0,130,129,1,108.3,107.5,광주여자대학교
2021 하,대학교,사립,광주,기존,광주여자대학교,인문ㆍ사회계열,1460.0,0.0,1585,1407,178,108.6,96.4,광주여자대학교
