기준연도,학교명,계열,학생정원,재학생,전임교원,전임교원1인당학생정원,전임교원1인당재학생
2013,단국대학교(천안) _분교,공학계열,1912,2304,64,29.9,36.0
2013,대구가톨릭대학교,예ㆍ체능계열,1795,1876,50,35.9,37.5
2013,대구가톨릭대학교,의학계열,266,280,158,1.7,1.8
2013,대구가톨릭대학교,공학계열,1983,2141,56,35.4,38.2
2013,대구가톨릭대학교,자연과학계열,3850,4266,101,38.1,42.2
2013,대구가톨릭대학교,인문ㆍ사회계열,7302,7439,221,33.0,33.7
2013,대구경북과학기술원,자연과학계열,150,97,14,10.7,6.9
2013,대구경북과학기술원,공학계열,315,189,20,15.8,9.5
2013,대구교육대학교,예ㆍ체능계열,510,489,20,25.5,24.5
2013,대구교육대학교,자연과학계열,922,876,26,35.5,33.7
2013,대구교육대학교,인문ㆍ사회계열,1766,1701,47,37.6,36.2
2013,대구대학교,인문ㆍ사회계열,10878,11567,306,35.5,37.8
2013,대구대학교,예ㆍ체능계열,1788,1882,45,39.7,41.8
2013,대구대학교,자연과학계열,4621,4767,119,38.8,40.1
2013,대구대학교,공학계열,3883,4257,112,34.7,38.0
2013,대구예술대학교,예ㆍ체능계열,1918,1383,53,36.2,26.1
2013,대구외국어대학교,인문ㆍ사회계열,520,372,17,30.6,21.9
2013,대구한의대학교,인문ㆍ사회계열,2198,2192,71,31.0,30.9
2013,대구한의대학교,공학계열,832,757,25,33.3,30.3
2013,대구한의대학교,자연과학계열,3192,3170,102,31.3,31.1
2013,대구한의대학교,예ㆍ체능계열,680,599,13,52.3,46.1
2013,대구한의대학교,의학계열,570,561,16,35.6,35.1
2013,대신대학교,예ㆍ체능계열,188,114,9,20.9,12.7
2013,대신대학교,인문ㆍ사회계열,703,578,18,39.1,32.1
2013,대전가톨릭대학교,인문ㆍ사회계열,295,165,12,24.6,13.8
2013,대전대학교,자연과학계열,2026,2172,64,31.7,33.9
2013,대전대학교,예ㆍ체능계열,948,741,19,49.9,39.0
2013,대전대학교,공학계열,2212,2155,67,33.0,32.2
2013,대전대학교,의학계열,420,447,29,14.5,15.4
2013,대전대학교,인문ㆍ사회계열,5770,5945,172,33.5,34.6
2013,대전신학대학교,인문ㆍ사회계열,378,323,13,29.1,24.8
2013,대진대학교,예ㆍ체능계열,1298,1192,33,39.3,36.1
2013,대진대학교,자연과학계열,857,786,29,29.6,27.1
2013,대진대학교,공학계열,2402,2341,68,35.3,34.4
2013,대진대학교,인문ㆍ사회계열,4038,4396,127,31.8,34.6
2013,덕성여자대학교,자연과학계열,1342,1457,40,33.6,36.4
2013,덕성여자대학교,예ㆍ체능계열,714,797,23,31.0,34.7
2013,덕성여자대학교,인문ㆍ사회계열,3389,4321,114,29.7,37.9
2013,덕성여자대학교,공학계열,362,378,10,36.2,37.8
2013,동국대학교,인문ㆍ사회계열,9609,11135,294,32.7,37.9
2013,동국대학교,의학계열,166,163,108,1.5,1.5
2013,동국대학교,자연과학계열,1794,1815,106,16.9,17.1
2013,동국대학교,예ㆍ체능계열,1559,1693,36,43.3,47.0
2013,동국대학교,공학계열,3624,4172,123,29.5,33.9
2013,동국대학교(WISE) _분교,자연과학계열,1644,1698,74,22.2,22.9
2013,동국대학교(WISE) _분교,인문ㆍ사회계열,4822,5443,158,30.5,34.4
2013,동국대학교(WISE) _분교,의학계열,604,664,108,5.6,6.1
2013,동국대학교(WISE) _분교,예ㆍ체능계열,680,665,16,42.5,41.6
2013,동국대학교(WISE) _분교,공학계열,1062,1057,26,40.8,40.7
2013,동덕여자대학교,자연과학계열,1448,1526,41,35.3,37.2
2013,동덕여자대학교,인문ㆍ사회계열,3132,4020,129,24.3,31.2
2013,동덕여자대학교,예ㆍ체능계열,3123,3030,71,44.0,42.7
2013,동명대학교,인문ㆍ사회계열,3449,3551,114,30.3,31.1
2013,동명대학교,예ㆍ체능계열,1118,956,31,36.1,30.8
2013,동명대학교,자연과학계열,575,762,16,35.9,47.6
2013,동명대학교,공학계열,3658,3694,103,35.5,35.9
2013,동서대학교,예ㆍ체능계열,1822,2009,62,29.4,32.4
2013,동서대학교,자연과학계열,775,785,27,28.7,29.1
2013,동서대학교,인문ㆍ사회계열,5117,5809,144,35.5,40.3
2013,동서대학교,공학계열,3296,3226,102,32.3,31.6
2013,동신대학교,예ㆍ체능계열,472,376,13,36.3,28.9
2013,동신대학교,의학계열,241,284,22,11.0,12.9
2013,동신대학교,자연과학계열,2864,2998,80,35.8,37.5
2013,동신대학교,인문ㆍ사회계열,2850,2959,89,32.0,33.2
2013,동신대학교,공학계열,1313,1060,37,35.5,28.6
2013,동아대학교,인문ㆍ사회계열,10319,11941,315,32.8,37.9
2013,동아대학교,자연과학계열,3211,3260,128,25.1,25.5
2013,동아대학교,공학계열,5698,6469,169,33.7,38.3
2013,동아대학교,의학계열,477,427,139,3.4,3.1
2013,동아대학교,예ㆍ체능계열,2683,2449,72,37.3,34.0
2013,동양대학교,예ㆍ체능계열,416,310,16,26.0,19.4
2013,동양대학교,공학계열,2140,1871,60,35.7,31.2
2013,동양대학교,인문ㆍ사회계열,2302,2218,64,36.0,34.7
2013,동양대학교,자연과학계열,171,196,5,34.2,39.2
2013,동의대학교,공학계열,5158,5386,156,33.1,34.5
2013,동의대학교,자연과학계열,2718,2639,86,31.6,30.7
2013,동의대학교,의학계열,275,264,34,8.1,7.8
2013,동의대학교,예ㆍ체능계열,1886,1634,48,39.3,34.0
2013,동의대학교,인문ㆍ사회계열,7479,8672,223,33.5,38.9
2013,루터대학교,인문ㆍ사회계열,746,515,21,35.5,24.5
2013,명지대학교,예ㆍ체능계열,1693,1751,47,36.0,37.3
2013,명지대학교,공학계열,4855,5259,155,31.3,33.9
2013,명지대학교,자연과학계열,1123,1078,47,23.9,22.9
2013,명지대학교,인문ㆍ사회계열,653,664,27,24.2,24.6
2013,명지대학교 _제2캠퍼스,인문ㆍ사회계열,6387,8205,205,31.2,40.0
2013,명지대학교 _제2캠퍼스,예ㆍ체능계열,950,801,11,86.4,72.8
2013,명지대학교 _제2캠퍼스,자연과학계열,116,53,2,58.0,26.5
2013,목원대학교,예ㆍ체능계열,2784,2732,76,36.6,35.9
2013,목원대학교,인문ㆍ사회계열,4672,5225,143,32.7,36.5
2013,목원대학교,공학계열,1612,1596,55,29.3,29.0
2013,목원대학교,자연과학계열,1118,1125,29,38.6,38.8
2013,목포가톨릭대학교,자연과학계열,360,403,12,30.0,33.6
2013,목포가톨릭대학교,인문ㆍ사회계열,160,157,6,26.7,26.2
2013,배재대학교,공학계열,1677,1720,50,33.5,34.4
2013,배재대학교,인문ㆍ사회계열,5527,6188,167,33.1,37.1
2013,배재대학교,자연과학계열,1905,1968,65,29.3,30.3
2013,배재대학교,예ㆍ체능계열,1139,1099,24,47.5,45.8
2013,백석대학교,자연과학계열,2122,2446,73,29.1,33.5
2013,백석대학교,인문ㆍ사회계열,11004,11567,281,39.2,41.2
2013,백석대학교,예ㆍ체능계열,2950,2756,98,30.1,28.1
2013,부산가톨릭대학교,자연과학계열,2447,2811,68,36.0,41.3
2013,부산가톨릭대학교,공학계열,420,355,13,32.3,27.3
2013,부산가톨릭대학교,인문ㆍ사회계열,1213,1158,48,25.3,24.1
2013,부산교육대학교,예ㆍ체능계열,605,594,17,35.6,34.9
2013,부산교육대학교,자연과학계열,858,892,23,37.3,38.8
2013,부산교육대학교,인문ㆍ사회계열,1632,1602,36,45.3,44.5
2013,부산대학교,인문ㆍ사회계열,11040,12462,361,30.6,34.5
2013,부산대학교,자연과학계열,5603,5954,222,25.2,26.8
2013,부산대학교,공학계열,9692,10406,308,31.5,33.8
2013,부산대학교,예ㆍ체능계열,1886,2010,65,29.0,30.9
2013,부산대학교,의학계열,2787,2697,308,9.0,8.8
2013,부산외국어대학교,공학계열,531,453,15,35.4,30.2
2013,부산외국어대학교,자연과학계열,90,62,1,90.0,62.0
2013,부산외국어대학교,예ㆍ체능계열,345,280,4,86.3,70.0
2013,부산외국어대학교,인문ㆍ사회계열,8432,8771,236,35.7,37.2
2013,부산장신대학교,인문ㆍ사회계열,668,631,22,30.4,28.7
2013,삼육대학교,자연과학계열,2374,2576,61,38.9,42.2
2013,삼육대학교,공학계열,357,350,9,39.7,38.9
2013,삼육대학교,예ㆍ체능계열,792,831,22,36.0,37.8
2013,삼육대학교,인문ㆍ사회계열,2269,2480,92,24.7,27.0
2013,상명대학교,예ㆍ체능계열,1852,1619,36,51.4,45.0
2013,상명대학교,인문ㆍ사회계열,3582,4129,116,30.9,35.6
2013,상명대학교,공학계열,333,319,11,30.3,29.0
2013,상명대학교,자연과학계열,1719,2066,61,28.2,33.9
2013,상명대학교(천안) _분교,인문ㆍ사회계열,1535,1673,57,26.9,29.4
2013,상명대학교(천안) _분교,자연과학계열,556,585,15,37.1,39.0
2013,상명대학교(천안) _분교,공학계열,1113,1234,40,27.8,30.9
2013,상명대학교(천안) _분교,예ㆍ체능계열,2708,3005,78,34.7,38.5
2013,상지대학교,예ㆍ체능계열,957,891,23,41.6,38.7
2013,상지대학교,자연과학계열,1982,1875,71,27.9,26.4
2013,상지대학교,의학계열,268,266,8,33.5,33.3
2013,상지대학교,공학계열,1232,1105,37,33.3,29.9
2013,상지대학교,인문ㆍ사회계열,4576,4398,113,40.5,38.9
2013,서강대학교,자연과학계열,1327,1209,68,19.5,17.8
2013,서강대학교,공학계열,2825,2801,97,29.1,28.9
2013,서강대학교,인문ㆍ사회계열,9038,9539,279,32.4,34.2
2013,서경대학교,인문ㆍ사회계열,2454,2908,122,20.1,23.8
2013,서경대학교,예ㆍ체능계열,1838,1809,24,76.6,75.4
2013,서경대학교,공학계열,1670,1733,41,40.7,42.3
2013,서경대학교,자연과학계열,320,376,12,26.7,31.3
2013,서남대학교,의학계열,247,196,28,8.8,7.0
2013,서남대학교,예ㆍ체능계열,762,148,9,84.7,16.4
2013,서남대학교,공학계열,181,8,8,22.6,1.0
2013,서남대학교,인문ㆍ사회계열,1268,203,18,70.4,11.3
2013,서남대학교,자연과학계열,1841,735,50,36.8,14.7
2013,서남대학교 _제2캠퍼스,예ㆍ체능계열,142,70,4,35.5,17.5
2013,서남대학교 _제2캠퍼스,자연과학계열,540,261,18,30.0,14.5
2013,서남대학교 _제2캠퍼스,인문ㆍ사회계열,3022,537,50,60.4,10.7
2013,서남대학교 _제2캠퍼스,공학계열,440,113,22,20.0,5.1
2013,서울과학기술대학교,공학계열,4903,3936,237,20.7,16.6
2013,서울과학기술대학교,인문ㆍ사회계열,859,807,64,13.4,12.6
2013,서울과학기술대학교,자연과학계열,296,265,13,22.8,20.4
2013,서울과학기술대학교,예ㆍ체능계열,771,706,39,19.8,18.1
2013,서울교육대학교,자연과학계열,1165,1138,25,46.6,45.5
2013,서울교육대학교,예ㆍ체능계열,590,612,21,28.1,29.1
2013,서울교육대학교,인문ㆍ사회계열,1976,2025,49,40.3,41.3
2013,서울기독대학교,인문ㆍ사회계열,881,782,23,38.3,34.0
2013,서울기독대학교,예ㆍ체능계열,231,215,9,25.7,23.9
2013,서울대학교,인문ㆍ사회계열,10271,12474,598,17.2,20.9
2013,서울대학교,예ㆍ체능계열,1552,1939,90,17.2,21.5
2013,서울대학교,의학계열,3225,3448,651,5.0,5.3
2013,서울대학교,공학계열,7298,7632,334,21.9,22.9
2013,서울대학교,자연과학계열,8194,8513,505,16.2,16.9
2013,서울시립대학교,예ㆍ체능계열,718,796,29,24.8,27.4
2013,서울시립대학교,자연과학계열,1070,1110,45,23.8,24.7
2013,서울시립대학교,공학계열,4147,4648,146,28.4,31.8
2013,서울시립대학교,인문ㆍ사회계열,5119,6237,168,30.5,37.1
2013,서울신학대학교,예ㆍ체능계열,372,385,13,28.6,29.6
2013,서울신학대학교,인문ㆍ사회계열,3168,3263,83,38.2,39.3
2013,서울여자대학교,예ㆍ체능계열,840,890,23,36.5,38.7
2013,서울여자대학교,자연과학계열,2381,2537,66,36.1,38.4
2013,서울여자대학교,인문ㆍ사회계열,4658,5330,155,30.1,34.4
2013,서울장신대학교,인문ㆍ사회계열,842,886,28,30.1,31.6
2013,서울장신대학교,예ㆍ체능계열,157,142,8,19.6,17.8
2013,서울한영대학교,예ㆍ체능계열,80,73,3,26.7,24.3
2013,서울한영대학교,인문ㆍ사회계열,1036,978,38,27.3,25.7
2013,서원대학교,인문ㆍ사회계열,4097,3916,125,32.8,31.3
