기준년도,학교,학과,등록금
,,지질학과,4823300
,,지리학과,3973500
,,조경학과,4823300
,,"건축토목공학부(건축공학전공,토목공학전공)",5151000
,,건축・토목공학부 토목공학전공,5148300
,,건축・토목공학부 건축학전공,5118400
,,건축・토목공학부 건축공학전공,5148300
,,간호학과,5089800
,,가정교육과,4823300
,경북대학교 _제2캠퍼스,응용화학공학부,3129000
,,기계공학과,3129000
,,기계자동차공학부 기계공학전공,5151000
,,기계자동차공학부 자동차공학전공,5151000
,,"기계자동차공학부(기계공학전공, 자동차공학전공)",5151000
,,나노소재공학부 나노공학전공,5151000
,,나노소재공학부 신소재공학전공,5151000
,,나노소재공학부 화학공학전공,5151000
,,"나노소재공학부(신소재공학전공, 나노공학전공, 화학공학전공)",5151000
,,도시환경공학과,3129000
,,레저스포츠학과,5320000
,,보건복지학부 노인요양관리전공,3800000
,,보건복지학부 사회복지전공,3800000
,,건축도시환경공학부 건축디자인전공,5151000
,,건축공학부,3129000
,,건축공학과,3129000
,,자율전공학부,3129000
,,전자전기공학과,3129000
,,전자전기공학부,3129000
,,축산학과,4132600
,,컴퓨터공학과,3129000
,,컴퓨터정보학부 산업컴퓨터전공,5151000
,,컴퓨터정보학부 소프트웨어전공,5151000
,,"컴퓨터정보학부(산업컴퓨터전공, 소프트웨어전공)",5151000
,,토목공학과,4229000
,,행정학과,2923000
,,환경원예학과,3030000
,,환경원예학전공,3030000
,,보건복지학부 아동복지전공,3800000
,,"보건복지학부(사회복지전공, 아동복지전공, 노인요양관리전공)",3978000
,,비즈니스경제학과,2923000
,,섬유공학과,3129000
,,섬유패션디자인학부 섬유공학전공,4973000
,,섬유패션디자인학부 패션디자인전공,5142000
,,"섬유패션디자인학부(섬유공학전공, 패션디자인전공)",5151000
,,소프트웨어공학과,3129000
,,식물자원학전공,3030000
,,식품공학과,3129000
,,식품과학부 식품공학전공,4973000
,,식품과학부 식품영양전공,4648000
,,"식품과학부(식품공학전공, 식품영양전공)",4826000
,,식품영양학과,3129000
,,신소재공학과,3129000
,,아동복지학과,2923000
,,영어과,2923000
,,응용화학공학과,3129000
,,"생태환경시스템학부(산림환경자원전공, 식물자원환경전공)",4826000
,,생태환경시스템학부 식물자원환경전공,4826000
,,생태환경시스템학부 산림환경자원전공,4826000
,,사회복지학과,2923000
,,사회체육학과,3129000
,,산림환경자원학과,3030000
,,자동차공학과,3129000
,,산업전자전기공학부 전기공학전공,5151000
,,산업전자전기공학부 전자공학전공,5151000
,,"산업전자전기공학부(전자공학전공, 전기공학전공)",5151000
,,생물응용학전공,3030000
,,생물환경과학부,3030000
,,의상디자인학과,3129000
,,생태자원응용학부 환경원예전공,4826000
,,"생태자원응용학부(생물응용전공, 환경원예전공)",4826000
,,생태환경보전관광학부 생태관광전공,3800000
,,생태환경보전관광학부 생태환경보전전공,4648000
,,"생태환경보전관광학부(생태환경보전전공, 생태관광전공)",4826000
,,생태자원응용학부 생물응용전공,4826000
,,생물응용학과,3030000
,경북외국어대학교,관광컨벤션학부,6620000
,,국제어학부,6620000
,,헬스케어복지학부,6620000
,경상국립대학교,행정학과,3679000
,,해양환경공학과,4818000
,,해양토목공학과,4818000
,,해양식품공학과,4818000
,,해양생명과학과,4489000
,,해양경찰시스템학과,4489000
,,항공우주공학전공,4818000
,,한문학과,3679000
,,토목공학과,4818000
,,컴퓨터교육과,4489000
,,컴퓨터과학전공,4309000
,,컴퓨터과학부,4489000
,,축산학과,4489000
,,체육교육과,4489000
,,철학과,3679000
,,지역환경기반공학과,4818000
,,지리교육과,3679000
,,지구환경과학과,4489000
,,중어중문학과,3679000
,,조선해양공학과,4818000
,,제어계측공학과,4818000
,,정치외교학과,3679000
,,정보통신공학과,4818000
,,정보통계학과,4489000
,,화학과,4489000
,,화학교육과,4489000
,,환경산림과학부,4489000
,,기계항공공학부(기계・항공・자동차분야),4638000
,,기계항공공학부 항공우주공학 전공,4638000
,,기계항공공학부 기계공학전공(해양),4638000
,,기계항공공학부 기계공학전공(공대),4638000
,,기계항공공학부,4818000
,,기계시스템공학과,4818000
,,기계설계학전공,4638000
,,기계공학전공,4638000
,,금속재료공학전공,4638000
,,국제통상학과,3699000
,,국어국문학과,3679000
,,국어교육과,3679000
,,교육학과,3679000
,,고분자공학전공,4638000
,,경제학과,3679000
,,경영학과,3699000
,,경영정보학과,3699000
,,건축학과,4818000
,,건축공학과,4818000
,,간호학과,4489000
,,가정교육과,4489000
,,회계학과,3699000
,,환경임산학전공,4309000
,,환경생명화학과,4489000
,,정보과학전공,4309000
,,전자공학과,4818000
,,전기공학과,4818000
,,생명과학부,4489000
,,산업정보공학전공,4638000
,,산업시스템공학부,4818000
,,산업공학전공,4638000
,,산림자원학전공,4309000
,,사회학과,3679000
,,사회복지학과,3679000
,,사학과,3679000
,,불어불문학과,3679000
,,법학과,3679000
,,반도체공학과,4818000
,,민속무용학과,4199000
,,미술교육과,4910000
,,미생물학전공,4309000
,,물리학과,4489000
,,물리교육과,4489000
,,러시아학과,3679000
,,동물생명과학과,4489000
,,독어독문학과,3679000
,,도시공학과,4818000
,,농학과,4489000
,,농업경제학과,3679000
,,나노신소재공학부,4818000
,,기계항공공학전공(해양기계시스템・정밀기계분야),4638000
,,생명화학공학과,4818000
,,생물교육과,4489000
,,생물산업기계공학과,4818000
,,일어교육과,3679000
,,일반사회교육과,3679000
,,의학과,6534000
,,의류학과,4489000
,,응용생물학과,4489000
,,음악교육과,4910000
,,윤리교육과,3679000
,,원예학과,4489000
,,기계항공공학전공(항공・자동차・기계분야),4638000
,,영어영문학과,3679000
,,영어교육과,3679000
,,역사교육과,3679000
,,에너지기계공학과,4818000
,,심리학과,3679000
,,식품영양학과,4489000
,,식품공학과,4489000
,,수학교육과,3679000
,,수학과,4489000
,,수의학과,6454000
,,수의예과,5537000
,,수산경영학과,3679000
,,세라믹공학전공,4638000
,,생화학전공,4309000
,,생물학전공,4309000
,,기계항공공학부(기계시스템・정밀기계분야),4638000
,경성대학교,회계학과,6216000
,,문헌정보학과,6216000
,,물류학전공,5686000
,,물리치료학과,7354000
,,물리학과,7354000
,,미술학과,8300000
,,법학과,6216000
,,사진학과,8300000
,,사학과,6216000
,,사회복지학과,6216000
,,사회체육학전공,6824000
,,산업경영공학과,8374000
,,생물학과,7354000
,,생활경영학과,7354000
,,수학과,7354000
,,시각디자인학과,8300000
,,식품생명공학과,8374000
,,신문방송학과,6216000
,,무용학과,8300000
,,메카트로닉스공학과,8374000
,,디지털콘텐츠학부,8300000
,,건축공학과,8374000
,,경영정보학과,6216000
,,경영학부,6216000
,,경영학전공,6216000
,,경제물류학부,6216000
,,경제학전공,5686000
,,공예디자인학과,8300000
,,광고홍보학과,6216000
,,교육학과,6216000
,,교회음악과,7770000
,,국어국문학과,6216000
,,국제무역통상학과,6216000
,,도시공학과,8374000
,,독일지역학과,6216000
,,디지털미디어전공,7770000
,,디지털애니메이션전공,7770000
,,디지털영상전공,7770000
,,신소재공학과,8374000
,,신학과,6216000
,,약학과,8546000
,,중어중문학과,6216000
,,철학과,6216000
,,체육학부,7354000
,,체육학전공,6824000
,,컴퓨터공학과,7844000
,,컴퓨터공학전공,8374000
,,컴퓨터과학전공,7164000
,,컴퓨터정보학전공,8374000
,,컴퓨터학부,8374000
,,토목공학과,8374000
,,프랑스지역학과,6216000
,,한문학과,6216000
,,행정학과,6216000
,,호텔・이벤트경영전공,5686000
,,호텔관광경영학부,6216000
,,화학과,7354000
,,환경공학과,8374000
,,제품디자인학과,8300000
,,정치외교학과,6216000
,,정보통신공학전공,8374000
,,연극영화학부,8300000
,,연극전공,7770000
,,영어영문학과,6216000
,,영화전공,7770000
,,외식산업경영전공,5686000
,,유아교육과,6216000
,,윤리교육과,6216000
,,음악학과,7770000
,,음악학부,8600000
,,의상학과,7354000
,,인터넷공학전공,7164000
,,인테리어디자인학과,8300000
,,일어일문학과,6216000
,,전기공학과,8374000
,,전자공학전공,8374000
,,전자정보통신공학부,8374000
,,정보통계학과,7354000
,경운대학교(산업대),사회복지학전공,6250000
,,시각디자인전공,8786000
,,신소재에너지학과,9156000
,,실내건축전공,8456000
,,아동복지학전공,6250000
,,아동사회복지학과,0
,,아동사회복지학부,6950000
,,안경광학과,9156000
,,애니메이션전공,8786000
,,의료경영학부,6950000
,,의무기록학전공,6250000
,,임상병리학과,9156000
,,작업치료학과,9156000
,,정보통신공학과,9156000
,,치위생학과,9156000
,,컴퓨터공학과,9156000
,,한방자원학과,0
,,한방자원학부,9156000
,,한방자원학전공,8456000
,,호텔경영학전공,6250000
,,사회체육학전공,8464000
,,사회체육학부,9164000
,,사진영상전공,8786000
,,간호학과,9156000
,,건축전공,8456000
,,건축학부,9156000
,,경기지도학전공,8464000
,,경영학전공,6250000
,,경찰법학전공,6250000
,,경찰행정학부,6950000
,,경찰행정학전공,6250000
,,경호학부,9164000
,,경호학전공,8464000
,,관광경영학전공,6250000
,,뷰티디자인학과,0
,,보건환경학전공,8456000
,,물리치료학과,9156000
,,무도학전공,8464000
,,모바일공학과,9156000
,,멀티미디어학부,9486000
,,디지털전자공학과,9156000
,,관광학부,6950000
,경인교육대학교,과학교육과(심화전공),3390000
,,컴퓨터교육과(심화전공),3390000
,,체육교육과(심화전공),3390000
,,음악교육과(심화전공),3390000
,,윤리교육과(심화전공),3390000
,,유아교육과(심화전공),3390000
,,영어교육과(심화전공),3390000
,,수학교육과(심화전공),3390000
,,생활과학교육과(심화전공),3390000
,,사회과교육과(심화과정),3390000
,,미술교육과(심화전공),3390000
,,국어교육과(심화전공),3390000
,,교육학과(심화전공),3390000
,경인교육대학교 _제2캠퍼스,과학교육과(심화전공),3390000
,,교육학과(심화전공),3390000
,,국어교육과(심화전공),3390000
,,미술교육과(심화전공),3390000
,,사회과교육과(심화과정),3390000
,,생활과학교육과(심화전공),3390000
,,수학교육과(심화전공),3390000
,,영어교육과(심화전공),3390000
,,유아교육과(심화전공),3390000
,,윤리교육과(심화전공),3390000
,,음악교육과(심화전공),3390000
,,체육교육과(심화전공),3390000
,,컴퓨터교육과(심화전공),3390000
,경일대학교,실무외국어학부,6534000
,,신재생에너지학과,8812000
,,스포츠학부,7702000
,,소방방재행정학과,0
,,소방방재학부,8812000
,,세무경영학과,0
,,세무・회계학과,6534000
,,섬유패션학과,8112000
,,산업물류학과,8112000
,,산업디자인학과,9530000
,,심리치료학과,6534000
,,위성정보공학과,8812000
,,인문사회계열자율전공학과,6534000
,,자연계열자율전공학과,8812000
,,자치행정학과,0
,,전기공학과,8812000
,,전자정보통신공학과,8812000
,,철도학부,7702000
,,첨단의료기학과,8812000
,,컴퓨터공학과,8812000
,,패션스타일리스트학과,9530000
,,행정학과,6534000
,,사회복지학부,6534000
,,사진영상학부,9530000
,,간호학과,7702000
,,건설공학부,8812000
,,건축학부,8812000
,,경영관리학과,0
,,경영학과,6534000
,,경찰복지행정학과,0
,,경찰학과,6534000
,,공예디자인학과,9530000
,,광고홍보학과,7002000
,,교육문화콘텐츠학과,5834000
,,국제통상학과,6534000
,,금융증권학과,6534000
,,기계자동차학부,8812000
,,디스플레이화학공학과,8812000
,,로봇응용학과,8812000
,,문헌정보학과,6534000
,,부동산지적학과,7702000
,,뷰티코디네이션학과,9530000
,경희대학교,자율전공학과(자연),7542000
,,자율전공학과(인문),7389000
,,의학과,9638000
,,의상학과,8477000
,,의료경영학과,6454000
,,외식산업학과,7542000
,,영어학부,7389000
,,언론정보학부,6454000
,,언론정보학과,7389000
,,약학과,8800000
,,작곡과,9735000
,,정보디스플레이학과,8477000
,,정치외교학과,7389000
,,조리과학과,7542000
,,주거환경학과,8477000
,,지리학과,8477000
,,철학과,7389000
,,컨벤션경영학과,6454000
,,한약학과,9735000
,,한의예과,10573000
,,한의학과,9638000
,,행정학과,7389000
,,약과학과,9107000
,,Hospitality학부,8477000
,,식품영양학과,8477000
,,수학과,8477000
,,성악과,9735000
,,생활과학부,7542000
,,생물학과,8477000
,,사회학과,7389000
,,사회과학부,6454000
,,사학과,7389000
,,법학부,6454000
,,미술학부,9735000
,,물리학과,8477000
,,무용학부,9735000
,,무역학부,6454000
,,무역학과,7389000
,,기악과,9735000
,,국어국문학과,7389000
,,관광학부,7389000
,,경제학부,6454000
,,경제학과,7389000
,,경제통상학부,6454000
,,경영학부,7389000
,,간호학과,8477000
,,화학과,8477000
,,회계・세무학과,7389000
,,회계・세무학부,6454000
,,아동가족학과,8477000
,경희대학교 _분교,원자력공학과,9735000
,,유전공학과,9735000
,,응용물리학과,9735000
,,응용수학과,9735000
,,응용화학과,9735000
,,의류디자인학과,9735000
,,일본어학과,7389000
,,자율전공학부,9735000
,,전자・전파공학과,9735000
